,issuekey,title,description,storypoint
138,STUDIO-2941,Integrate Custom Compiled Cloud Connectors into Studio,integrate custom cloud studio integrate custom cloud studio take time since cloud fetched local hard,5
139,STUDIO-2943,Maven: NPE when pom is not parseable,pom whenever pom malformed therefore causing raise saved,5
140,STUDIO-2945,NPE when creating the first CE project on a new workspace,first ce project new ce new new ce project user component user change new component save mule builder step reproduce ce create new create new ce project add component switch mule add another component save de project,13
141,STUDIO-2946,Editing configuration deletes all processor configured fields,configuration processor edit configuration global element opening screen pattern screen saving lose configuration made flow reproduce create flow set operation screen edit pattern open global configuration edit screen modify connector connection information change save check view see configuration flow change actual configuration made step lost also enter global configuration screen saving shown empty instead default,5
142,STUDIO-2947,Ability to handle errors with individual records in data mapper,ability handle individual data mapper developer want able handle individual data currently stop everything silently ignore option exception strategy would spec form pablo,8
143,STUDIO-2950,DataSense should use the proper type field depending on the connector. ,use proper type field depending connector type field type example always type case many use different field end use correct one type,5
144,STUDIO-2953,Avoid trying to get metadata when the connector reference is not configured,avoid trying get connector reference reference null studio must try get null cache must,1
145,STUDIO-2955,When modifying the pom.xml the .mflow file somehow gets updated and you need to save it again before running the project,pom file somehow need save running project reproduce create project pom file check file saved open pom file add modification save issue file perform modification,8
146,STUDIO-2956,Maven: add an option to manually refresh the projects dependencies,add option manually refresh pom handled studio closed user update,3
147,STUDIO-2959,Connectivity Testing/Get Metadata Types is not using the values in the configuration dialog for Global Connectors,connectivity testing get configuration global connectivity testing get configuration global use newly,2
148,STUDIO-2964,Metadata Cache Consistency,cache consistency ensure consistency cache project project removed example removed flow,8
149,STUDIO-2965,Add support for POJOs in the Object builder and persist them in the XML,add support object builder persist add support object builder made object builder reflected,13
150,STUDIO-2967,Maven: should detect if Maven is installed and prevent the user from enabling maven support/fail at doing maven things,detect prevent user support fail actually user path installation incorrectly explode uncontrolled way need work prevent user,8
151,STUDIO-2968,Maven: subsequent addition of new components may block because of pom being updated,subsequent addition new may block pom user example component outbound blocked third step studio still running first studio studio studio detect already job cancel start new one block user,8
152,STUDIO-2969,Set up the continuous automated testing,set continuous testing need get running bamboo night,8
153,STUDIO-2970,Integrate the cloud connectors snapshot repository into the build,integrate cloud snapshot repository build need integrate new repository set alter repository,3
154,STUDIO-2972,Maven: studio:studio duplicated referenced libraries with the ones in the Runtime (when they are transitive dependencies),studio studio transitive direct included filter rule applied transitive dependency mule transport transitive dependency,13
155,STUDIO-2973,Remove Clover ETL  import functionality ,remove clover import functionality clover displayed import export,5
156,STUDIO-2976,Scrip Component is not displaying the script text,scrip component script text reproduce create travel agent template project open groovy script configuration window issue script displayed,3
157,STUDIO-2977,Renaming  a file by using refactor option deletes all the scripts in the file,file option file reproduce create travel agent project check file right travel agent rename rename file travel go view issue lost script,5
158,STUDIO-2979,Combining all transformers into a single component.,combining single component currently transformer listed separately however combining single component particular type transformation selected greatly simplify usability,13
159,STUDIO-2981,Combining Filters into a single Component,combining single component combination filter single one user would pick type filter dropping filter element canvas,13
160,STUDIO-2982,Combining language components and transformers into as single one,combining language single one combination language single building block user would able pick single component say custom logic decide whether component transformer pick language use,13
161,STUDIO-2987,Metadata doesn't propagate past an enricher,propagate past enricher since enricher change normally stuff able propagate past,2
162,STUDIO-2988,POM-added JAR dependencies are not added to exported archive,pom added jar added archive reproduce project studio added dependency pom dependency added project find class writing good however export file export mule package jar included pro ross l zip archive ross zip length date time name mule deploy pom class class meta meta meta meta meta main meta main meta main test class test class class mule mule module zip meta project meta mule class mule deploy meta mule project used jar dependency generator version version dependency,2
163,STUDIO-4863,"For composite filters, Studio's UI doesn't allow names, validations require it and throw error",composite studio allow require throw error composite component sub filter sub filter field name sub filter however validation sub element name see,5
164,STUDIO-2991,Change export documentation icon,change export documentation icon change icon export documentation feature,1
165,STUDIO-2994,Include new examples in Studio,include new studio need include following three new se team within set distributed studio new hello world example r u example integration example,8
166,STUDIO-2996,Connectivity fails when using placeholders,connectivity used provided connector connection tested error returned reproduce place following mule twitter twitter twitter twitter create twitter global element populate following twitter twitter twitter twitter test connection error returned,5
167,STUDIO-2999,DataMapper example is not working fine,example working fine reproduce create excel template project run project feed flow provided file issue exception raised console code message cannot process event connector mule default stopped code exception stack cannot process event connector mule default stopped mule mule processor site mule root exception stack trace mule cannot process event connector mule default stopped mule processor mule processor process mule execution execute set level logging verbose true everything code,2
168,STUDIO-3002,DataSense: NPE when clicking OK in the object builder without configuring the object ,object builder without object reproduce create connection configure canvas set operation create select type radio button create object manually object button without parameter object issue raised code mule tooling core edit mule tooling core meta mule tooling core meta eclipse eclipse eclipse display display eclipse eclipse eclipse eclipse eclipse display display eclipse display display eclipse window window window eclipse window window open window mule tooling mule tooling eclipse eclipse eclipse eclipse eclipse eclipse eclipse eclipse eclipse eclipse display display eclipse eclipse eclipse eclipse eclipse display display eclipse display display eclipse internal workbench workbench eclipse internal workbench workbench eclipse internal workbench access workbench eclipse internal workbench run workbench eclipse core observable realm realm eclipse internal workbench workbench eclipse eclipse internal ide application start eclipse equinox internal run eclipse core internal adaptor eclipse core internal adaptor start eclipse core adaptor run eclipse core adaptor run sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method eclipse equinox launcher main main eclipse equinox launcher main main eclipse equinox launcher main run main code,1
169,STUDIO-3003,Generate Documentation is not working with Order Processing template project,generate documentation working order template project reproduce create order template project export project documentation issue process automatically documentation raised code eclipse execute runnable eclipse error eclipse error eclipse synchronizer synchronizer eclipse display display eclipse display display eclipse operation block eclipse operation run eclipse run mule tooling run eclipse internal eclipse internal run eclipse run eclipse synchronizer synchronizer eclipse display display eclipse display display eclipse internal workbench workbench eclipse internal workbench workbench eclipse internal workbench access workbench eclipse internal workbench run workbench eclipse core observable realm realm eclipse internal workbench workbench eclipse eclipse internal ide application start eclipse equinox internal run eclipse core internal adaptor eclipse core internal adaptor start eclipse core adaptor run eclipse core adaptor run sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method eclipse equinox launcher main main eclipse equinox launcher main main eclipse equinox launcher main run main mule tooling mule tooling mule tooling mule tooling mule tooling mule tooling mule tooling model run eclipse synchronizer synchronizer eclipse internal eclipse display display mule tooling model mule tooling run eclipse run eclipse synchronizer synchronizer code,3
170,STUDIO-3010,Rollback Exception Strategy is not well drawn in the canvas,rollback exception strategy well drawn canvas expression long drawing box correct check attached,5
171,STUDIO-3031,Get Studio interop use cases tested and to a green satus,get studio use tested green priority use listed within studio table corp display home page,13
172,STUDIO-3019,Metadata does not get the appropiate metadata for arguments different than the one marked as default payload,get different one marked default get different one marked default problematic many example editor bring specific argument,8
173,STUDIO-3021,APIkit - Interface/Service File Support,interface service file support developer able create mule project studio add flow folder add studio display project build run available long jar satisfied either eclipse depending project build type,8
174,STUDIO-3024,Object Builder: I shouldn't be able to set the string attribute name ,object builder able set string attribute name reproduce create connection add configure get object operation configure type account open object builder configure issue able set name reflected user able change reflected,2
175,STUDIO-3027,Replace new Studio Help Files,replace new studio help update studio help attached file,1
176,STUDIO-3034,Dynamic Endpoint Naming and Shape,dynamic naming shape dynamic component studio name dynamic router service registry color yellow blue component flow control end point section service name service id icon symbol stay,3
177,STUDIO-3035,Improving the way lists are managed and displayed in the Object builder.,improving way displayed object builder improving way displayed object builder big,5
178,STUDIO-3040,Maven: when no maven installation is found the error message shows a null location,installation found error message null location check,1
179,STUDIO-3041,Maven: deleting maven from /usr/share while studio is opened is letting users to create mvn projects.,share studio create share studio create incomplete,8
180,STUDIO-3042,Export to deployable archive should include transitive project dependencies,export archive include transitive project archive class included resulting zip file,8
181,STUDIO-3047,Add value-ref support to the Object builder for objects that cannot be persisted in the XML,add value ref support object builder cannot nowadays persist complex example structure object builder first user able set value ref object builder level way complex reference another element however still shown object builder,8
182,STUDIO-3051,When using the CE runtime the JDBC icon shown in the connection explorer is the EE icon ,ce icon shown connection explorer icon reproduce create project connector save install ce change project ce issue refreshing everything icon shown connection explorer even ce check,2
183,STUDIO-3052,Transaction Action NOT_SUPPORTED is missing in autocompletion,transaction action missing check,1
184,STUDIO-3053,Welcome Page MuleStudio icon link is not working,welcome page icon link working click icon top left screen get error message displayed,5
185,STUDIO-3054,Validation warning in XPath expression,validation warning expression validation following component invalid warning code message transformer scope session doc name store sap id session add message property key value export field name message transformer code warning found,8
186,STUDIO-3055,Import a zip that has _MACOSX folder inside (right click - compress in finder) does not work,import zip folder inside right click compress finder work zip general export used work edit zip compressed finder somehow folder work project folder zip project folder,5
187,STUDIO-3056,Magento metadata not being fetched,fetched fetched following set shopping cart customer update shopping cart product create order shipment create order invoice remove shopping cart product add shopping cart product,5
188,STUDIO-3057,Upgrade SAP connector to 2.1.0,upgrade sap connector upgrade latest sap version,5
189,STUDIO-3061,Connector not added to the classpath,connector added nightly build march pom file project support disabled drag drop connector palette flow connector added,1
190,STUDIO-3064,XML could not be parsed after deleting a logger component from an All flow control,could logger component flow control processor chain flow control inside saved project user logger view without saving go back message flow view error message saying cannot reproduce import attached project delete logger component without saving go view back message flow view,5
191,STUDIO-3065,Studio fails to show the right spot of an error in the ui editor,studio show right spot error editor studio show right spot error editor flow inbound groovy transformer two flow ref change flow ref pointing result flow ref working although view correct error check attached image left actual two left,13
192,STUDIO-3066,Cannot store value-ref in the xml using property collections for cloud connectors,cannot store value ref property cloud cannot store value ref property cloud please test object builder,8
193,STUDIO-3073,Saving a Mapping in DataMapper,saving following issue faced save file reproduce pick field past field without drag drop copy paste click flow panel pop come want save hit yes go back top hit save project go back would load notice field lost,3
194,STUDIO-3077,Studio Feedback: modify error message dialog to point the users to the forums or jira instead of pointing to the studio-feedback email,studio feedback modify error message point instead pointing studio feedback need modify error message displayed error tell user open file make post,2
195,STUDIO-3085,Problem with Legacy Modernization Example ,problem legacy modernization example location declared twice version schema wrong attached example,2
196,STUDIO-3086,Drag and Drop not working with Scrolling,drag drop working drag drop component wish place place screen scroll studio scroll drag drop fast way reproduce create really long flow try move component end,13
197,STUDIO-3087,Import (backward compatibility) : scan application xml's for usage of CC in order to add the libraries to the classpath when importing,import backward compatibility scan application usage order add,5
198,STUDIO-3088,Remove @SupressWarning from the com.mulesoft.se.orders.OrderSummary.java class as it is causing warnings in the Order Processing template project,remove se class causing order template project project need remove unused class causing project warning,2
199,STUDIO-3096,Import project from pom wizard disappears when pom.xml doesn't 'compile',import project pom wizard pom compile pom file valid error displayed user wizard,3
200,STUDIO-3103,Modifying the project name in the mule-project.xml file generates problems in many places in Studio,project name mule project file many studio project name mule file label used anything add concept project label return project name,3
201,STUDIO-3104,Studio 3.4 Working with 3.3.3 EE ESB Embedded Runtime,studio working user able install within studio able use new studio functionality work,13
202,STUDIO-3118,Change the way Studio handles ESB runtime changes,change way studio project get flow project want modify already present annoying bad user experience streamline experience,3
203,STUDIO-3126,Add a 'Don't warn me again' checkbox to the warning popup that communicates that the maven installation could not be found,add warn warning installation could found add warn warning installation could found,3
204,STUDIO-3128,Showing blank image in DataMapper errors logger in Windows 7,showing blank image logger showing blank image error log o see attached image,5
205,STUDIO-3138,SFDC Connector not retrieving OpportunityLineItem Metadata,connector get manual creation object,5
206,STUDIO-3144,Allow creation of a new preview file if there is none selected,allow creation new preview file none selected give possibility create new input file one selected preview tab could useful future add feature,8
207,STUDIO-3145,Delete Multiple Fields in the user-defined wizard component,delete multiple user defined wizard component wizard user defined component possibility delete group,8
208,STUDIO-3146,Debugger doesn't work after <all>,work trying inspect expression inspect processor work please see attached project,2
209,STUDIO-3147,Setting the JMS transaction action in 3.4.0 of studio is not saved.  Nor setting the action in the jms transaction is read by the Mule Studio.  Ends up defaulting to NONE.,setting transaction action studio saved setting action transaction read mule studio none transaction action working setting mule studio saving work action set setting transaction configuration editor reflected back message flow graphical editor also see message attribute element transaction know set make message go away,3
210,STUDIO-3148,Studio crashes when creating a new project if having more than one runtime installed in Windows,studio new project one reproduce course start clean studio install ce restart studio go new mule project mule studio restart lot error log course b start clean studio create project clean example leave editor open install ce restart studio studio start pointing error log file,13
211,STUDIO-3149,Autocomplete doesn't work with functions arguments,work try pas argument script tab doesnt work,5
212,STUDIO-3152,Clear application data,clear application data user want able reset object store remove persistent data project acceptance criterion user right click project click clear application data project delete default user object store disk old description like default implementation object store mule change persistent implementation although major problem mainly u aware fact problem shut studio still cool feature add button studio clean persistent storage file system work around found storage mule mule project delete good go people smart,5
213,STUDIO-3154,Improve version validation between ESB and CCs,improve version validation going support studio older need add validation project cloud build user add build studio project older error message displayed warning user incompatibility issue,8
214,STUDIO-3156,Add jars from another project in workspace causes FileNotFoundException,add another project check se,5
215,STUDIO-3158,Studio throws weird exception when getting metadata,studio weird exception getting new connector version attached project throw following exception trying test connector get funny thing exact code exact connector worked fine added brand new project mule common error mule spring mule spring mule spring mule tooling mule tooling core mule tooling core run thread run thread mule line document invalid exception sax complex type invalid content found starting element create dynamic one schema mule core schema mule core description schema mule core abstract message source schema mule core abstract inbound schema mule core abstract message processor schema mule core abstract outbound schema mule core abstract mixed content message processor schema mule core response mule mule configure mule configure mule context mule context mule spring mule line document invalid exception sax complex type invalid content found starting element create dynamic one schema mule core schema mule core description schema mule core abstract message source schema mule core abstract inbound schema mule core abstract message processor schema mule core abstract outbound schema mule core abstract mixed content message processor schema mule core response mule registry mule spring mule spring mule configure factory line document invalid exception sax complex type invalid content found starting element create dynamic one schema mule core schema mule core description schema mule core abstract message source schema mule core abstract inbound schema mule core abstract message processor schema mule core abstract outbound schema mule core abstract mixed content message processor schema mule core response factory factory factory factory support mule spring context support context support context support refresh mule spring mule registry sax complex type invalid content found starting element create dynamic one schema mule core schema mule core description schema mule core abstract message source schema mule core abstract inbound schema mule core abstract message processor schema mule core abstract outbound schema mule core abstract mixed content message processor schema mule core response apache unknown source apache error unknown source apache unknown source apache unknown source apache unknown source apache unknown source apache unknown source apache unknown source apache unknown source apache unknown source apache dispatch unknown source apache unknown source apache parse unknown source apache parse unknown source apache parse unknown source apache parse unknown source apache parse unknown source factory factory,8
216,STUDIO-3161,Drag and Drop: Async is not allowing you to drop Message Routers or other scopes inside of it,drag drop drop message inside reproduce create flow try drop message router inside issue allow least first drop inside,3
217,STUDIO-3165,Problem with 1.3.x Cloud Connectors in Studio 3.4.0,problem x cloud studio cloud connector x used studio add flow location added causing parse exception reproduce take studio connector local bamboo install x install latest connector found create project add connector go tab issue location declaration connector added note happening studio work fine previous version studio,5
218,STUDIO-3167,Support hybrid metadata models,support hybrid right two static completely dynamic completely method present hybrid case static connector handle internal map represent custom right support case need handled manually retriever forcing user object hand also connector two processor example consider following public create optional default way make use processor forced add second processor like public map string object string type optional default map string object proposal one solution think problem enable hybrid new annotation something like connector annotate map dynamic annotation studio scan annotation automatically generate provider worry custom annotation also used leverage make,13
219,STUDIO-3172,Getting a Null Pointer Exception when building,getting null pointer exception building project studio snapshot trying one ga trying nightly getting project quite big directly,5
220,STUDIO-3176,Recreate mapping from DataSense,recreate entity user want able refetch create,3
221,STUDIO-3180,Maven project creation (studio:studio) sometimes hangs on Windows,project creation studio studio sometimes sometimes trying create project wizard trying leave computer night trying finish creation project never ended able cancel execute goal manually worked,8
222,STUDIO-3181,DataSense support for properties placeholders,support need define experience handle connectivity testing work progress read main context property location path file element global child element spring location reference path file code context property location mule file mule mule override code code spring context property location mule mule override spring code table list used element window use retrieve test connection think time need show used listed another used item table display list would good also show name file going cache set user need define way clear cache way user also user manually write set documentation configuration example file code driver driver password code even value shown offer way user use use correct retrieve one simple way would make table user manually write acceptance criterion connectivity testing work main location manually tag context property,8
223,STUDIO-3188,Editing a Rule: uses New Rule dialog box,rule new rule box go edit rule element box title new rule instruction create new rule,3
224,STUDIO-3205,Connections View usability improvements,view usability project multiple configuration connection view tab global displayed arrow left expand arrow left shown another kind global working project several open different within project connection view change project attached project test,5
225,STUDIO-3212,Choice control continually losing 'when' predicate on save of project,choice control continually losing predicate save project issue choice choice separate every time save run predicate choice control lost attach ticket snippet attach choice control via choice directly choice doc name choice expression logger message new product level doc name logger transformer doc name script engine groovy blah message map product message string message string product put product put message return product script transformer create product ref type simple set default doc name description description create product otherwise logger message current product level doc name logger update product ref default doc name product entity ref update product otherwise choice,5
226,STUDIO-3213,Debugger halts on phantom breakpoints,phantom notice halt removed previous session current session even include issue show seeing,8
227,STUDIO-3218,DataMapper should be easier to execute from a TestCase,easier execute right difficult testing studio need override method hack way test case work box,5
228,STUDIO-3219,Separation between test flows and app flows is needed,separation test right way separating testing real able create testing get go manually create file test studio would still pick translate even true want able use visual editor make,5
229,STUDIO-3220,It should be easier to load config files when running a unit test,easier load running unit test right hard execute test load mule deploy like override final string prop mule deploy string prop string additional return additional additional work box,5
230,STUDIO-3221,Problem with XML validator,problem reproduce create project add open create global leave default save go global view open configuration window issue name unique error studio name global doc name non global invalid error,5
231,STUDIO-3233,Use the value defined in Maven Settings > MAVEN_OPTS when importing a Maven-based Mule Project from pom.xml,use value defined based mule project pom used different specific system studio correctly build time import time,2
232,STUDIO-3238,"When installing a new runtime, the runtime version in all your current projects in the workspace is changed",new version current reproduce open studio create check mule project version install new update site issue studio version version,5
233,STUDIO-3253,Service registry lookup using a consumer key,service registry consumer key service registry message processor allow service consumer key done new type consumer key would accept three service id service version consumer key acceptance user able configure consumer key consumer key registry execute successfully get matching perform invocation,5
234,STUDIO-3254,APIkit Studio project creation wizard for new model,studio project creation wizard new model mule studio use new model acceptance story demonstration per private beta version studio support new model additionally user friendly editor new language markup choice looking like also incorporated studio auto complete within editor,8
235,STUDIO-3259,Support SCM merge,support merge studio mule team collaboration friendly today main issue related file corp display studio studio project related,5
236,STUDIO-3260,Studio support for new OAuth configuration,studio support new configuration studio user like support new configuration studio support generating user experience,2
237,STUDIO-3262,DataSense for SAP,sap need support data model sap,5
238,STUDIO-3263,Move popup property editors to bottom window to be consistent,move property bottom window consistent move property longer pop merge develop branch test analyze support,5
239,STUDIO-3265,APIkit 0.2 causes DataMapper issues,define processor get point file get also cannot define table file,3
240,STUDIO-3267,Update Salesforce Connector to support Queries,update connector support update cloud connector support new query model,5
241,STUDIO-3266,Basic Query Editor,basic query editor corp display connector query model acceptance criterion select object query select query connector query displayed way use case error message displayed zero selected see also studio studio advanced criterion,13
242,STUDIO-3269,Update Salesforce Connector to support Paging,update connector support update connector support new model become query underneath must able specify batch size limit count still used multiple still auto page within,5
243,STUDIO-3272,Define DataSense Query Model,define query model need define query model provide provide query model,3
244,STUDIO-3274,Maven - Studio should provide a way to see the logs of the studio:studio executions to check what went wrong if something failed,studio provide way see studio studio check went wrong something currently studio studio run user need go command line run order see going wrong fixing developer want see output executed console control execution,3
245,STUDIO-3275,Maven - there is no feedback or indication if studio:studio failed to run (when running in the background),feedback indication studio studio run running background developer want notified project date pom studio studio able run,3
246,STUDIO-3276,SCM - Generate a simple .gitignore file with the project at the moment of creation,generate simple file project moment creation ignore folder default,3
247,STUDIO-3278,"SCM - Polish the ""mflow-less"" experience",polish le experience actually import open project one evaluate starting check project open studio,8
248,STUDIO-3279,"As a Studio Developer, I want to be able to contribute sections to the New Mule Project wizard",studio developer want able contribute new mule project wizard,5
249,STUDIO-3283,Remove old plugin files after updating Studio through an update site,remove old studio update site studio update site mechanism cloud studio old kept installation size grow lot example may release installation grow remove old,8
250,STUDIO-3285,"Metadata in Dynamic Lookup should only be displayed when lookup type is ""Service""",dynamic displayed type service service registry component displayed type selected service,2
251,STUDIO-3288,CE JDBC connector changing to EE JDBC when editing graphical mode,ce connector graphical mode ce ce connector user something flow view go ce connector connector reproduce create new ce project paste following save code version mule schema mule schema mule schema mule file schema mule file quartz schema mule quartz schema mule core doc schema mule documentation spring schema version ce instance schema schema spring current schema mule core schema mule core current mule schema mule quartz schema mule quartz current mule quartz schema mule schema mule current mule spring spring bean id class standard destroy method shutdown spring property name value spring property spring property name value spring property spring bean spring connector name ref doc name query key value select query connector flow name doc name quartz inbound doc name quartz quartz event generator job quartz event generator job quartz inbound outbound host mule quartz process subject quartz run test process doc name outbound flow mule code go flow view edit double component without anything go view bug,5
252,STUDIO-3299,Add copy and paste support of message processors in the visual editor,add copy paste support message visual editor feature user easily copy paste studio visual editor copy paste two way keeping alt key dragging element specific location pasted element pasted drop location command c element group element must selected first another container pressing command v container flow scope mule configuration note option copy paste accurate first one since pasted end container feature also copy paste multiple,13
253,STUDIO-3300,Enum combos are not properly reset when changing operation,properly reset operation issue connector switching operation find operation select one operation parameter save configuration change another operation also selected option present save result try start application result sax valid valid value union type user operation could default first value option previously selected new list note scenario value value mel,8
254,STUDIO-3301,Data Mapper JDBC connection - did not recover on its own,data mapper connection recover reason experienced connection issue cannot refresh connection even everything,13
255,STUDIO-3306,The consumer key of the dynamic element should only be shown in versions above 3.4,consumer key dynamic element shown need add validation apply dynamic element element tied version used consumer key stuff shown shown,1
256,STUDIO-3309,Update third party licence document,update third party document update third party document need review current list party key gid include product example list driver actually product review identify license available clean longer update public doc page accordingly place content maintain going forward,5
257,STUDIO-3312,"Start, stop and execute polls via debugger",start stop execute via corp display poll,5
258,STUDIO-3313,Define scope name for record based processing,define scope name record based since need add record level exception strategy summary report need decide whether need new element,2
259,STUDIO-3314,Properties editor DataSense integration,editor integration define implement new editor,8
260,STUDIO-3316,How to show help in properties editors,show help documentation help,5
261,STUDIO-3317,Finish QueryBuilder UI,finish corp display connector query model acceptance criterion extra vertical layout space field type shown field list see field list shown connector support field form field loaded see field entering string around string value possible put expression field connector applicable show based connector query invalid format display message error see query unsupported editor e display message current query visual editor query cause current query lost,8
262,STUDIO-3318,Adapt Studio metadata model to support caching individual types for connectors.,adapt studio model support individual studio currently operation level operation need store type information connector level easily use query builder select object feature,5
263,STUDIO-3319,Fix Studio classloader issue when mule-common depends on another library.,fix studio issue mule common another library problem way studio handling mule common order use service interact mule instance need fix order support new version mule common dependency,5
264,STUDIO-3331,Studio should store/read correctly the cloud connector versions (assuming multiple plugins available for one cloud connector),studio store read correctly cloud connector assuming multiple available one cloud connector need studio store read correctly cloud connector reading class path,5
265,STUDIO-3332,Studio should choose accordingly among more than one suitable connector for a given runtime,studio choose accordingly among one suitable connector given studio choose accordingly among one suitable connector given case one another one,5
266,STUDIO-3333,Improve message flow outline,improve message flow outline new outline tree structure allow easier visualization navigability mule filter go selected element double click enter key,2
267,STUDIO-3334,wsdl2java is generating POJO:s without setters,generating without feature studio missing way around would great something similar could accomplished via link done via gist,2
268,STUDIO-3335,Response block not working,response block working response block working drop element response section request response block wrap response block add flow,1
269,STUDIO-3337,requireClientAuthentication not recognised as attribute of https:tls-server in https connector,attribute server connector attribute part server red line studio attribute,2
270,STUDIO-3344,Auto-completion and syntax highlighting  of YAML API Speficiation in Studio UI,auto completion syntax studio studio developer would like editor perform auto completion syntax interface definition,13
271,STUDIO-3350,NPE when deleting a project ,project reproduce make clone project import project project delete project without issue raised code mule tooling editor mule tooling editor eclipse core internal run eclipse core run eclipse core internal notify eclipse core internal eclipse core internal eclipse core internal resource resource eclipse core internal resource delete resource eclipse core internal project delete project eclipse core resource perform eclipse core perform eclipse core perform eclipse core run eclipse core internal run eclipse core eclipse internal eclipse core run eclipse core internal run eclipse internal run eclipse operation run code,1
272,STUDIO-3355,Definition element in SAP gets duplicated,definition element sap template inside sap outbound change moving graphical view view duplicate child element,2
273,STUDIO-3361,Support POJO based query builders,support based query acceptance criterion work least one based connector,5
274,STUDIO-3362,Native queries with query editor,native query editor acceptance criterion user edit native query select query object type flow native query selected edit query button available user already query native query must need work around,8
275,STUDIO-3363,DataSense query editor full text search support,query editor full text search support acceptance criterion need show working conjunction connector possible work conjunction without,5
276,STUDIO-3364,Allow user to set Studio project system properties,allow user set studio project system user want set system start application whether via run corp display studio,5
277,STUDIO-3365,Deploy to CloudHub sandboxes,deploy developer want able deploy application corp display studio sandbox corp display ion,5
278,STUDIO-3366,NPE when importing a project with a missing Message Processor / Cloud Connector,project missing message processor cloud connector reproduce look project cloud current version studio import project issue result project get code mule tooling core builder mule tooling core builder mule tooling core builder mule tooling core builder mule tooling core builder process mule tooling core builder transform mule tooling core builder transform mule tooling core builder mule tooling core builder visit eclipse core internal resource visit resource code,3
279,STUDIO-3368,Hide query builder if user disabled DataSense,hide query builder user disabled user show query builder,2
280,STUDIO-3369,Remove icons from lists of accounts and fields,remove remove query builder,1
281,STUDIO-3377,In Linux when using Salesforce the sObject type is lost when refreshing the UI,type lost refreshing reproduce happening o x working fine grab studio create project flow connector configure connector ref global configuration valid select create operation set type topic change focus note go type added canvas issue type removed go type lost,3
282,STUDIO-3382,Connectivity Testing Improve error message,connectivity testing improve error message connector include min mule version user connectivity test error test connection invalid global element cannot access global element test,8
283,STUDIO-3385,handleOutputResultSets should be available on the JDBC-EE connector,available connector attribute available mule see currently mule studio invalid attribute,1
284,STUDIO-3391,Support http static resource handler in Studio,support static resource handler studio please add support static resource handler studio,3
285,STUDIO-3395,Add new APIkit flow component into Studio,add new flow component studio add new flow component studio component similar ordinary flow two resource action new element like code flow name resource action get set value registry list flow code besides new editor must new flow,5
286,STUDIO-3396,Add new Rest Processor element into Studio,add new rest processor element studio code new element must code rest processor code,2
287,STUDIO-3403,Add a new routing strategy in the Dynamic Router,add new routing strategy dynamic router new routing strategy added routing strategy dynamic round robin configuration two dynamic first successful dynamic new element look like code dynamic round robin dynamic round robin code making round robin routing strategy service round robin removed,2
288,STUDIO-3410,Add support for Retina display,add support retina display currently displayed low look good retina fix trivial eclipse retina resolution,2
289,STUDIO-3415,Integrate ESB release & Cloud Connectors,integrate release cloud build release everything studio,3
290,STUDIO-3430,When you open Studio for the first time you get a part already exists error in the error log,open studio first time get part already error error log reproduce build open studio go error log issue get part already error code part already page layout eclipse console part already page layout eclipse code,1
291,STUDIO-3443,DataMapper does not release memory,release memory time click message flow view graph executed taking ram problem memory never click ram le reach point studio consuming ram studio working,13
292,STUDIO-3445,Add new Router Processor element into Studio,add new router processor element studio add new router processor element studio also imply new global element ref look like follow code name router user home sample true console doc name router flow name doc name router ref router doc name router flow code global router element contain default true console respectively,3
293,STUDIO-3448,Modify and refactor APIKit plugin,modify moving definition wizard editor removing mule wizard generation studio contribute generic perspective,5
294,STUDIO-3482,Hide native query editor support,hide native query editor support support native query language flag studio hide disable native query,5
295,STUDIO-3484,"New Properties Editors: when pressing CMD + S or CTRL + S the changes in the editor should be reflected in the file, and the file should be saved",new pressing editor reflected file file saved example query annoying open select query operation configure query order save query need first change focus message processor file need save save icon message processor file need save would expect press saved file saved,34
296,STUDIO-3485,APIKIT: Drag and Dropping apikit router to the flow is breaking the project,drag dropping router flow breaking project drag router project following error displayed component drag drop code unknown node definition schema mule router mule tooling core module mule tooling core module mule tooling mule tooling mule tooling mule tooling eclipse mule tooling mule tooling update observable observable mule tooling model decorator mule tooling model decorator mule tooling command mule tooling command execute eclipse execute eclipse eclipse eclipse drop eclipse run eclipse core run eclipse internal run eclipse run eclipse drop eclipse eclipse eclipse display display eclipse eclipse eclipse eclipse eclipse drop eclipse eclipse eclipse internal cocoa o native method eclipse internal cocoa eclipse drag eclipse eclipse eclipse display display eclipse eclipse eclipse eclipse eclipse display display eclipse display display eclipse internal workbench workbench eclipse internal workbench workbench eclipse internal workbench access workbench eclipse internal workbench run workbench eclipse core observable realm realm eclipse internal workbench workbench eclipse eclipse internal ide application start eclipse equinox internal run eclipse core internal adaptor eclipse core internal adaptor start eclipse core adaptor run eclipse core adaptor run sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method eclipse equinox launcher main main eclipse equinox launcher main main eclipse equinox launcher main run main code,1
