,issuekey,title,description,storypoint
198,APSTUD-4152,Default colors in the diff view are not readable,default color view readable view readable default color theme black black background zero contrast,5
199,APSTUD-4166,Formatting PHP nested in JS/CSS code may cause code corruption ,code may cause code corruption sample file inside test file body class echo script function echo id click script body test file test file body class echo script function echo id click script body test file see broken id insert new line part still,13
200,APSTUD-4170,CSS validation errors on valid CSS3 (linear-gradient),validation valid linear gradient linear gradient linear gradient linear gradient see marked fixed open ticket add new one instead,3
201,APSTUD-4175,"Line numbers off in preferences, but always go on when opening new editor window",line always go opening new editor window line line shown opening new probably seem affect way get rid line right click line context menu opening new file strangely anything first time work right line second attempt file opening line back problem,5
202,APSTUD-4178,JS Outline in JS and HTML editors does not match when using the same JS code,outline match code create new web project create new file paste following content code function global function selector context return new function selector context selector selector version function alert inner new prototype inner global window function alert static inner function alert function test c new alert c version c c proposal proposal code create new document create script element paste code script element outline outline script element outline match see attached,5
203,APSTUD-4179,Samples View Does Not Reflect All Edits Or Project Deletions,view reflect project sample show immediately sample view end user sample project view still entry end user studio please see capture also sample undoing saving odd effect please see capture replicate open studio select file new ruby project select project name click next button select ruble template click finish edit string save undo change step save delete new project step actual view reflect edit step deletion step view reflect sample well,13
204,APSTUD-4183,Support rbenv usage,support usage studio mac lion install try run always got error ruby line found already set environment ruby configuration window ruby trying run command program bundle interpreter program rake trace f asset zip working directory,20
205,APSTUD-4184,css formatter breaks the font shorthand by adding an extra space at every format,font shorthand extra space every format hi turn code code none font bold code code none font bold code property remember problem ie stop every time format code extra space instance output time code code none font bold code,8
206,APSTUD-4185,Content assist for nested JS in HTML auto-inserts and suggest incorrect proposals,content assist auto suggest incorrect another ticket tried following code input event document submit click code ran number event another occasion event event get around event global ideally would show event continued type event seeing global starting e would give strange alternation starting last letter showing got document got list instead document type document behavior event alternation starting last letter document cursor starting seeing attribute note auto inserted type content string saw global last letter behavior likewise click suspect due state dropping back based location type calculation,8
207,APSTUD-4187,Listen for new ruby/rails projects and run core stubber against them,listen new ruby run core stubber new ruby project added try run core stubber logic project time use global ruby install one previously stubbed indexed may introduce reference new ruby install via stubbed indexed meaning ca install restart,8
208,APSTUD-4189,Add Dynamic Help for JS,add dynamic help update better display help view see studio x example panel title name description name parameter parameter description return value example example browser platform browser version specification specification name specification version see also core reference dom reference dom reference titanium mobile reference applicable panel hover dynamic help identical except method signature see eclipse article file article index information contribute dynamic help see majority implementation top content list bottom suggest try running code,20
209,APSTUD-4191,Download Docs & Guides as an Eclipse Help Book as part of the build process,eclipse help book part build process export text eclipse help file export process embed built product display home clear export done automatically done demand demand would,13
210,APSTUD-4193,"Add icon to ""Open HTML docs"" for current content assist entry for JS language",add icon open current content assist entry language amend current hover add link documentation item available core functionality documentation provided standard point studio help see studio example code param param private void string el environment string anchor non el null anchor el string ide documentation reference element el non non new selector non non add index new selector reference ide documentation reference index anchor non non add index code like titanium perhaps mechanism provide custom resolver generate could also might provided extension point class property contribution see display studio documentation,13
211,APSTUD-4194,Add Dynamic Help for HTML,add dynamic help display help view see studio x example,13
212,APSTUD-4195,Add Dynamic Help for CSS,add dynamic help display help view see studio x example,13
213,APSTUD-4196,Improve additional information popup for HTML,improve additional information display studio documentation panel title name description browser platform browser version panel panel title name type description browser platform browser version panel,8
214,APSTUD-4197,Improve additional information popup for CSS,improve additional information display studio documentation panel name description browser platform browser version panel,8
215,APSTUD-4198,Improve additional information popup for JavaScript,improve additional information display studio documentation panel title name type property e description browser platform browser version panel panel title name parameter name parameter type return type function description browser platform browser version panel,8
216,APSTUD-4212,Externalize UI strings in bundle-dev ruble,nan,2
217,APSTUD-4213,Externalize UI strings in capistrano ruble,nan,2
218,APSTUD-4214,Externalize UI strings in coffeescript ruble,nan,2
219,APSTUD-4215,Externalize UI strings in CSS ruble,nan,2
220,APSTUD-4216,Externalize UI strings in cucumber ruble,nan,2
221,APSTUD-4217,Externalize UI strings in engineyard ruble,nan,2
222,APSTUD-4218,Externalize UI strings in github ruble,nan,2
223,APSTUD-4219,Externalize UI strings in HAML ruble,nan,2
224,APSTUD-4220,Externalize UI strings in Heroku ruble,nan,2
225,APSTUD-4221,Externalize UI strings in HTML ruble,nan,2
226,APSTUD-4222,Externalize UI strings in jQuery ruble,nan,2
227,APSTUD-4223,Externalize UI strings in JS ruble,nan,2
228,APSTUD-4224,Externalize UI strings in JSON ruble,nan,2
229,APSTUD-4225,Externalize UI strings in Markdown ruble,nan,2
230,APSTUD-4226,Externalize UI strings in math ruble,nan,2
231,APSTUD-4227,Externalize UI strings in mercurial ruble,nan,2
232,APSTUD-4228,Externalize UI strings in PHP ruble,nan,2
233,APSTUD-4229,Externalize UI strings in Python ruble,nan,2
234,APSTUD-4230,Externalize UI strings in Rails ruble,nan,2
235,APSTUD-4231,Externalize UI strings in RSpec ruble,nan,2
236,APSTUD-4232,Externalize UI strings in Ruby ruble,nan,2
237,APSTUD-4233,Externalize UI strings in SASS ruble,nan,2
238,APSTUD-4234,Externalize UI strings in shell script ruble,nan,2
239,APSTUD-4235,Externalize UI strings in source ruble,nan,2
240,APSTUD-4236,Externalize UI strings in text ruble,nan,2
241,APSTUD-4237,Externalize UI strings in titanium ruble,nan,2
242,APSTUD-4238,Externalize UI strings in WebFont ruble,nan,2
243,APSTUD-4239,Externalize UI strings in wordpress ruble,nan,2
244,APSTUD-4240,Externalize UI strings in XML ruble,nan,2
245,APSTUD-4241,Externalize UI strings in YAML ruble,nan,2
246,APSTUD-4242,Externalize UI strings in zen-coding ruble,nan,2
247,APSTUD-4245,Add CSS index content to the Index View,add index content index view content indexed web information store included index view separate top level node,8
248,APSTUD-4246,Add HTML index content to the Index View,add index content index view content indexed web information store included index view separate top level node show class top level node content provider label provider use content assist model view query index content,13
249,APSTUD-4247,Git not using user.name and user.email from .gitconfig,git user name user commit specifically commit command explorer gear menu git user name user home directory running studio beta commit git bash prompt work fine separate global git studio easy way sync home directory,8
250,APSTUD-4249,Errors Upon Invoking CoffeeScript Commands,upon however listed console replicate open studio open file select insert comment insert insert actual console show message c temp sh line command found c temp sh line syntax error near unexpected token c temp sh line insert relevant text solution convert ruby easy complicated,20
251,APSTUD-4252,"Studio infers wrong remote path after using both ""Go Into"" and having FTP time out",studio wrong remote path go time reproduce following connect server work remotely select sub folder use go function wait little bit let connection something save file refresh filter enter every file directory even double click file file tree try enter file folder quote try little faster next time welcome pure user number local time server port private system anonymous login also welcome server disconnected inactivity user user password pas user group access current restricted directory current location current directory type type bit binary noop type type bit binary system change directory system directory current location entering passive mode list accepted data connection l total system change directory system directory current location entering passive mode list accepted data connection l total system initialize change directory system initialize directory quote,8
252,APSTUD-4268,Studio Editor Adds Superfluous Line Number,studio editor superfluous line number please see capture since titanium studio ruby editor superfluous inactive line number defined construct end file replicate open studio open ruby file file studio add defined construct function definition statement loop end file actual editor extra line number end construct happen version new line extend end construct,13
253,APSTUD-4257,Refactor JS hyperlinks,currently single class however class open method number used determine locate declaration associated link strategy broken separate class,13
254,APSTUD-4267,HTML Colorization Disappears,colorization open file twice node project explorer close one colorization file disappear replicate open studio open file local node project explorer open file step project close one file actual colorization disappear file instance colorization remain,5
255,APSTUD-4269,Run As > Ruby application on a Rakefile doesn't work,run ruby application work right click choose run ruby application,8
256,APSTUD-4270,NPE in DeploySettingsHandler,log ticket separate issue handler show deployment code entry eclipse message unhandled event loop exception stack deploy internal execute eclipse internal execute eclipse core command command eclipse core eclipse internal eclipse internal eclipse internal eclipse eclipse access eclipse eclipse eclipse eclipse display display eclipse display display eclipse internal workbench workbench eclipse internal workbench workbench eclipse internal workbench access workbench eclipse internal workbench run workbench eclipse core observable realm realm eclipse internal workbench workbench eclipse start eclipse equinox internal run eclipse core internal adaptor eclipse core internal adaptor start eclipse core adaptor run eclipse core adaptor run sun reflect native method sun reflect invoke unknown source sun reflect invoke unknown source reflect method invoke unknown source eclipse equinox launcher main main eclipse equinox launcher main main eclipse equinox launcher main run main code,3
257,APSTUD-4272,Double entries in the JS content assist dialog,double content assist build participant branch code editor notice extra new code function argument code assist code notice ca double,21
258,APSTUD-4278,"Determine what was the root cause last time the ""editor scrolling"" issue occurred",determine root cause last time editor issue seen issue ago need retrace back old code figure ideally lead make reproducible test case,13
259,APSTUD-4281,As a developer I want to be able to turn on and off specific validators for build vs reconcile,developer want able turn specific build reconcile need way turn individually particular build reconcile poor performance large default reconcile currently default build likely need preference page similar page maybe use fix work one suggestion reuse page instead table top two one build one reconcile le optimal solution two separate one type interaction perhaps say opposed reconcile perhaps user friendly change page add mark use sane preference key scheme store enable disable create migration function migrate old new scheme build need unchangeable hidden end user like indexing,40
260,APSTUD-4282,Improve Unit test coverage on the 'participant' branch,improve unit test coverage participant branch improve participant branch coverage create clean index almost run,40
261,APSTUD-4285,Research heap exception and excessive I/O during indexing JS,research heap exception excessive indexing done already large number char onto indexing think safe assume related need confirmed need look happening huge number disk confirmed indexing project indexing know issue coming due fact index designed support lot need determine avoid minimize reading index,20
262,APSTUD-4289,JS indexing stores duplicate user agents on properties and functions,indexing duplicate user gathering indexing quite large index looking see large amount user agent added many need switch set contain user agent user agent need,8
263,APSTUD-4292,Consider caching UserAgentElements used in JS indexing,consider used indexing indexing large project large number finite list able cache thus large number garbage collection,8
264,APSTUD-4298,Consider using a special token to indicate that a given JS type or member should have all user agents associated with it,consider special token indicate given type member user associated given number user attach use custom tag indicate item user associated looking large method entry index could cut one entry example may sound significant closure library could potentially shave much index given high number property function course would need considered upper maximum file size reduction,8
265,APSTUD-4300,Consider improving the performance of StringUtil.join,consider improving performance join large number join time method hot spot well believe current implementation char destination size array similar however avoid number method advantage knowing resulting size note allow initial capacity defined made similar child implementation affected performance dramatically,8
266,APSTUD-4301,Reduce number of refreshes in Git Index and reduce work done during refresh,reduce number git index reduce work done refresh previously thought could entirely remove change inside git connected project turn get resource change update full batch refresh call batch like folder moving connected pick file event two index file trigger batch refresh refresh call one process spawn parallel run another process update may able reduce number low one two worst case,8
267,APSTUD-4302,"Disable our filewatcher hooking to projects if Eclipse ""Refresh using native hooks or polling"" is enabled",disable eclipse refresh native polling eclipse install seeing relatively new general refresh native polling like thing start use,8
268,APSTUD-4935,Studio Reports Error Loading Bundle Upon Startup,studio error loading bundle upon please see capture studio error loading bundle upon opening replicate open titanium studio actual studio error window write log session eclipse unknown version vendor sun o arch command line o arch entry eclipse core message internal error loading bundle c ruble stack eclipse core assertion bundle correctly file c ruble cache eclipse core assert assert model cache model cache model run eclipse core internal worker run worker error scenario instead logged file,5
269,APSTUD-7470,JSON reformat document command changes empty file,document command empty file document command alter empty document replicate open titanium studio open saved empty document select document actual file tab command file operation empty document cause alteration,5
270,APSTUD-4306,Double Quotes not parsing correctly when an opening curly brace '{' is placed in the quote,double correctly opening curly brace quote inside double quote curly brace double quote parser register double quote problem problem reg explaining cause problem,13
271,APSTUD-4307,Coffeescript Compile and Display JS error,compile display error studio clean mac copied simple coffee file new folder studio chose run compile display got error error invoke block command compile display studio configuration eclipse ruble undefined method nil undefined method nil class studio configuration eclipse ruble call call file successfully sure need avoid error need install ruby thanks,3
272,APSTUD-4309,add logTrace() option to IdeLog,add option number written log level however slider set provide amount data particularly assuming selected particular add add move use appropriate show trace level set chosen specific component question contrast current behavior show specific one selected,8
273,APSTUD-4311,Create JavaDocs as part of the build process,create part build process studio titanium studio build process need create set make easier end navigate understand ideally folder area master job feature master artifact build part nightly sync set ant use generate also need replace default one community,13
274,APSTUD-4313,"Aptana Studio Crashes on ""Open With""",studio open opening file open context menu program crash unexpected error tested program already running produce close right click file select open program show loading dialogue close unexpectedly hope,20
275,APSTUD-4318,Drag and drop of text no longer works,drag drop text longer work several day ago drag drop text feature longer working nightly build middle deadline project able however today release new made sure enable drag drop text option checked working build beta still working next nightly build problem present,13
276,APSTUD-4322,JS content assist does not show dotted properties in new-statements,content assist show dotted new following snippet code function invoke new code type invoke declaration get content assist however declaration cursor character see list note tested content line problem issue,3
277,APSTUD-4325,Investigate why the JS index file size varies drastically depending on language-level indexing order,investigate index file size drastically depending language level indexing order see parent ticket replicate issue ticket figure root cause file related,13
278,APSTUD-4326,Fix antialiasing on X used in validation page,fix x used validation page icon used attached image need transparency made studio validation,3
279,APSTUD-4327,Blank line in validation preferences,blank line validation see attached image blank line one selectable may used parse multiple,5
280,APSTUD-4328,Problems view does not update until project is rebuilt,view update project rebuilt paste following new file inside project code head script type text function alert script head body form input type button value show alert box form body code note error gutter around view save file note change view right click project choose build note view corresponding error,13
281,APSTUD-4329,"The ""Choose Connection"" dialog won't ""Remember my decision""",choose connection remember decision goal single directory project root site local project copy automatically development server via connection dev additional connection prod production server deploy synchronize setup two linking dev local dev prod local prod deployment right click dev file transfer connection right click refer dev use connection default checked problem change file save choose connection local prod prod automatically selected remember decision unchecked select local dev dev check remember decision click synchronization place repeat step file additional primary project nature web additional project nature project single directory root connection manager two addition default local dev local directory connection sub directory development server local prod local directory connection root directory production server completely different domain development server dev server server know prod server seem available server hence use instead,5
282,APSTUD-4330,"""Choose Connection"" dialog refers users to a non-existent property page ""Properties:Synchronization""",choose connection non existent property page synchronization right click directory project expand deploy menu item select deploy run web deployment wizard configure connection automatically sync remote site click allow sync take place change file project save choose connection caption underneath remember decision access setting synchronization property page far tell property file transfer property page,1
283,APSTUD-4335,Broken Linux links on preview.appcelerator.com,broken link preview preview link broken studio,5
284,APSTUD-4342,Outline appears broken,outline broken hi day outline view broken far know added thanks,13
285,APSTUD-4344,Migrate empty and self-closing tag information from HTMLParseState into HTML metadata,migrate empty self tag information couple class handle sniffing document type empty self end forbidden use ca would like use validation well ideally sort information like rather supporting utility class two modify schema top level document type new model query system replace,20
286,APSTUD-4350,Copying and pasting file shows warning about turning off auto-build,pasting file warning turning auto build studio eclipse package explorer selected file copied pasted normally appear name new file however got ca experience may suffer turning auto build got regular file naming like eclipse may turn building creation new via mechanism,8
287,APSTUD-4354,PHP Namespaces - Allow non-local functions to be called statically,allow non local statically many based contain sort use class reference said class trying call class though told proposal would greatly help developer class defined attached couple help explain first image way framework written would great function list even though two allow blob master application home fuel fuel blob master fuel class controller welcome,13
288,APSTUD-4356,PHP: Unable to format string with interleaved comments,unable format string attached file code plus error code code code select r id record r status closed echo code,13
289,APSTUD-4357,"Support usage of CommonJS Modules ""require"" method in JavaScript code completion",support usage require method code completion given following code title function name ti hello name version code code require ca name parameter code present content assist defined module file would require index show individual require filtering content assist,13
290,APSTUD-4359,JS in HTML attribute shows incorrect content assist,attribute incorrect content assist following snippet code body math body code place cursor character force content assist appear show math object,5
291,APSTUD-4360,Fix Aptana Studio download count on aptana.com,fix studio count pointed count time supposedly every time text file written front page value process previously worked something gone wrong need fixing,8
292,APSTUD-4361,Improve text hover for JavaScript,improve text hover display studio documentation panel title name type path declaration path declaration description browser platform browser version example example specification specification name specification version panel panel title name parameter name parameter type type path declaration path declaration description browser platform browser version example example specification specification name specification version panel,8
293,APSTUD-4362,Improve text hover for CSS property names,improve text hover property display studio documentation panel title hover name display name path declaration path declaration description browser platform browser version example example specification specification name specification version panel,8
294,APSTUD-4363,Improve text hover for HTML elements,improve text hover display studio documentation panel title hover name display name path declaration path declaration description example example specification specification name specification version panel,8
295,APSTUD-4367,Add option to format object properties on separate lines,add option format object separate trying format bit code used crash function table new null null onto single line add functionality one line,20
296,APSTUD-4368,"Have IdeLog log using the product version, not the version of the plugin",log product version version general logging file care product version e opposed version e build may change frequently product version update use product version instead,2
297,APSTUD-4373,Install and configure Derby on a Hudson agent,nan,13
298,APSTUD-4374,Enable performance testing build job on Hudson,enable performance testing build job need enable job ensure actually still work,8
299,APSTUD-4377,HTML does not appear in the Commands menu,appear menu menu contain replicate open titanium studio open menu actual menu include menu include,3
300,APSTUD-4378,Add name of errant file to error message for MetadataReader.loadXML(),add name errant file error message writing following log file least write name documentation file possible file error line character count anything code build qualifier error error documentation file value attribute name associated element type null must contain character exception error documentation file value attribute name associated element type null must contain character editor common editor index index core internal build core build core build core build core build build eclipse core internal run eclipse core run eclipse core internal eclipse core internal eclipse core internal run eclipse core run eclipse core internal eclipse core internal eclipse core internal build eclipse core internal eclipse core internal build editor run eclipse core internal worker run worker code,5
301,APSTUD-4379,NPE in JSPropertyCollector.visit(),visit seen log file attached file code entry editor message build error error indexing stack editor visit editor editor visit editor ast accept editor ast editor ast visit editor ast accept editor accept editor visit editor ast accept editor ast editor index editor index editor index editor index editor index editor editor index core internal build core build core build core build core build build eclipse core internal run eclipse core run eclipse core internal eclipse core internal eclipse core internal run eclipse core run eclipse core internal eclipse core internal eclipse core internal build eclipse core internal eclipse core internal build editor run eclipse core internal worker run worker code,13
302,APSTUD-4380,Correct improperly shut down jobs,correct improperly shut shut titanium studio still trying load properly shut correct listed code build null error error script loaded event listener job manager shut eclipse core internal schedule eclipse core internal schedule eclipse core job schedule job internal internal model model model run eclipse core internal worker run worker build null error error script loaded event listener job manager shut entry eclipse core message job found still running platform shutdown shutdown model entry eclipse core message job found still running platform shutdown shutdown model eclipse core internal schedule eclipse core internal schedule eclipse core job schedule job internal internal model model model run eclipse core internal worker run worker job found still running platform shutdown shutdown model job found still running platform shutdown shutdown model build null error error script loaded event listener job manager shut eclipse core internal schedule eclipse core internal schedule eclipse core job schedule job internal internal model model model run eclipse core internal worker run worker code may well,8
303,APSTUD-4381,Editing YAML bundle returns scripting console error,bundle console error bundle console error replicate open titanium studio select edit bundle actual console error error c ruble bundle file directory c ruble file directory c ruble ruble c program titanium studio configuration eclipse framework ruble ruble c program titanium studio configuration eclipse framework ruble ruble translate c program titanium studio configuration eclipse framework ruble object c program titanium studio configuration eclipse framework ruble class c ruble bundle call call class c program titanium studio configuration eclipse framework ruble bundle object bundle c program titanium studio configuration eclipse framework ruble bundle class root c ruble bundle studio clone bundle,8
304,APSTUD-4384,Pre-select last used connection in connection menu drop down for repeated synchronization,select last used connection connection menu drop repeated synchronization would prefer last connection used synchronization one place connection make little project example template one specific connection soon check synchronize connection whats wrong row want synchronize need switch right connection prior actual synchronization remember last used connection remember decision unusable situation still need dialogue selection connection,5
305,APSTUD-4385,"Hide errant ""Cannot Recover From Syntax Error"" exceptions in log file",hide errant cannot recover syntax error log file following saw log file body code build qualifier error cannot recover syntax error beaver parser exception cannot recover syntax error beaver parser parser beaver parser parse parser beaver parser parse parser editor parse parse parse parse editor common editor common text reconciler run eclipse run eclipse synchronizer synchronizer eclipse display display eclipse display display eclipse internal workbench workbench eclipse internal workbench workbench eclipse internal workbench access workbench eclipse internal workbench run workbench eclipse core observable realm realm eclipse internal workbench workbench eclipse titanium start eclipse equinox internal run eclipse core internal adaptor eclipse core internal adaptor start eclipse core adaptor run eclipse core adaptor run sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method eclipse equinox launcher main main eclipse equinox launcher main main eclipse equinox launcher main run main eclipse equinox launcher main main main build qualifier error cannot recover syntax error eclipse core cannot recover syntax error index core build index core build editor index index core internal build editor common text reconciler editor common text reconciler reconcile editor common text reconciler reconcile editor common text reconciler editor common text reconciler editor common text reconciler process eclipse text reconciler run beaver parser exception cannot recover syntax error beaver parser parser beaver parser parse parser beaver parser parse parser editor parse parse index core build run code error necessary,5
306,APSTUD-4386,Investigate FTP directory failing issue to see if it's still a problem,investigate directory failing issue see still problem look change log current version latest see seem like relevant update get try new version contact stack trace see,8
307,APSTUD-7471,CSS Insert Color command does not add valid color code if select-all is in effect first,insert color command add valid color code select effect first end user everything editor insert color studio color code value without hash replicate open titanium studio open file select select insert color select color click actual editor color code hash editor supposed insert color code hash,8
308,APSTUD-4388,Consider improving performance of AST merging in CompositeParser,consider improving performance ast looking issue related code effectively top level ast believe current implementation considerably performance wise currently list list traversed node inserted tree instead take advantage functionality,13
309,APSTUD-4389,"Add support for ""this"" in JS constructors",add support following code snippet code function constructor name id function type unknown count function function data code provide content assist character last constructor show name id last show type count last show data,20
310,APSTUD-4390,"Show all properties off of ""this"" in all methods in JS",show following code code function name id prototype function return prototype function company code location tagged show name id company,13
311,APSTUD-4392,Add 'Tab' and focus support for the Content-Assist additional info popup,add tab focus support content assist additional studio support documentation via need add similar functionality content assist additional,20
312,APSTUD-4393,Add HTML documentation hovers for elements and attributes,add documentation see display studio documentation panel name display name path declaration location description example example specification specification name specification version panel,13
313,APSTUD-4395,"Odd appearance of ""User agents may have been deleted when setting element to use all user agents"" error message",odd appearance user may setting element use user error message create new web project paste following content new file save code public en strict head title local title link rel type text test script type text script meta name format detection content telephone head body id style height background color background image hello local see indicator middle text blue also div id foo style margin top font weight bold hello div div div alt image id image script titanium image titanium injection foo bar new image titanium image window ti image function path path ti received path path document image path ti function e ti e ti function ti ti ti log statement foo click hide use either use click instance need hold area second trigger immediate work appear immediate make think test working document foo function ti foo bar ti link script body code might also clean project log file contain number code entry editor message build qualifier warning user may setting element use user method back void entry editor message build qualifier warning user may setting element use user method prompt string string string number entry editor message build qualifier warning user may setting element use user method object object void entry editor message build qualifier warning user may setting element use user method number number void code,5
314,APSTUD-4396,"Cut-off ""syntax error"" on hover",cut syntax error hover hovering syntax error file get small cut version text partially see syntax press take screen shot even see wrong,8
315,APSTUD-4397,Unable to see cursor over dark background color in editor,unable see cursor dark background color editor studio dark background color code editor cursor change lighten color completely invisible,13
316,APSTUD-4399,Generate baseline data for performance testing to assert against,generate data performance testing assert need run performance repeatedly specific version studio generate use assert continuous good enough,5
317,APSTUD-4400,Get all performance tests passing,get performance passing need sure performance pas stable typical generate good also assert performance data,13
318,APSTUD-4401,Set performance test job to assert against baseline,set performance test job assert set data make sure performance job assert data performance setting property job build studio version string used generate,3
319,APSTUD-4402,"Add action for ""Open Declaration"" in the Ruby hovers",add action open declaration ruby add hover action ruby,8
320,APSTUD-4403,Building workspace is blocking FTP download,building blocking transfer lot server project trying rebuild index every new file build blocking file load rising,8
321,APSTUD-4406,"Character Encoding options broken, falsely reporting UTF-8",character broken falsely well known issue titanium android long long time android emulator naturally ran across issue would right click go check text file set automatically option titled container according file set yet android emulator still throwing wobbly non file exact file coda panic find every single one titanium studio face set western mac o via coda hey presto android project work action work leaf old bug quite simply text file dont change file present since least bought titanium studio bug found developer question cant decode position comment,13
322,APSTUD-4408,"Lazily load ""additional info"" for Javascript content assist",lazily load additional content assist populate additional every ca proposal implement return additional proposal demand u generating advance instead particular proposal selected,8
323,APSTUD-4409,Indexing blocks new file creation,indexing new file creation given project large file attached create new file blocked studio indexing progress way cancel unless application indexed file even project indexing interrupt file creation,13
324,APSTUD-4410,Prompt user before deleting a file with Undo,prompt user file undo listed file new file create new file respond undo see eclipse bug eclipse id fixed replicate eclipse navigator package explorer project explorer titanium studio dev explorer project explorer titanium studio explorer project explorer open file editor select file view listed non project copy paste file view default name fine go editor type key leave unsaved focus project explorer view press undo file copy go away open project file add nature eclipse core nature project close reopen project retry work however get content back go project explorer right click root project question select restore local history select particular resource like select version finish thought eclipse bug since replicate project explorer project replicate project actually project bit confused thread developer question titanium studio answer run issue time prompt user confirmation state file deletion happening result undo event perhaps possible listen resource change type ask user advance event happening note originally fixed issue removing file creation undo history,13
325,APSTUD-4411,Unable to create project in location with pre-existing files,unable create project location create new project case point location already allow create project see warning way skip warning create project regardless,3
326,APSTUD-4412,NPE in Index.computeIndexLocation(),index log file code entry eclipse core message internal error indexing file system library ruby framework ruby stack index core index index index core index index index core index core index core run eclipse core internal worker run worker code,5
327,APSTUD-4413,"NPE during ""Error loading the built-in PHP API""",error loading built log file code build null error error loading built editor internal indexer language editor internal indexer language editor internal indexer language editor internal indexer language clean editor internal indexer language run eclipse core internal worker run worker code,5
328,APSTUD-4414,Ruby Formatter Not Indenting If Statements,ruby related fixed issue proper inconsistent sometimes work example multiple failing correctly format one open studio build open ruby file add following code code none class ball update determine new x position ball x keep ball window x image width x image width end x window width image width x window width image width end image height image height end window height image height reset end end end code format space source format actual notice last statement correctly indented code none class ball update determine new x position ball x keep ball window x image width x image width end x window width image width x window width image width end image height image height end window height image height reset end end end code code none class ball update determine new x position ball x keep ball window x image width x image width end x window width image width x window width image width end image height image height end window height image height reset end end end code,8
329,APSTUD-4418,"Errant error message in log file ""Cannot recover from the syntax error""",errant error message log file cannot recover syntax error open new file start function note following log file code subentry index core message cannot recover syntax error stack beaver parser exception cannot recover syntax error beaver parser parser editor beaver parser parse parser beaver parser parse parser editor parse parse index core build index core build editor index index core internal build editor common text reconciler editor common text reconciler reconcile editor common text reconciler reconcile editor common text reconciler editor common text reconciler process eclipse text reconciler run build qualifier error cannot recover syntax error eclipse core cannot recover syntax error index core build index core build editor index index core internal build editor common text reconciler editor common text reconciler reconcile editor common text reconciler reconcile editor common text reconciler editor common text reconciler process eclipse text reconciler run beaver parser exception cannot recover syntax error beaver parser parser editor beaver parser parse parser beaver parser parse parser editor parse parse index core build code,5
330,APSTUD-4419,ScriptDoc auto-comment inserts a blank line for variable assignments,auto comment blank line variable open new file type x new array place cursor type enter get extra line code x new array code,2
331,APSTUD-4420,There are an extra two blank lines in the text hover documentation,extra two blank text hover documentation hover variety many extra blank line code create return instance android code might empty section,8
332,APSTUD-4421,Formatting object properties adds spaces before and after the colon,object colon typically would expect following code titanium color text window code however default result code titanium color text window code spaced,5
333,APSTUD-4422,Auto complete height and width of img when writing HTML,auto complete height width writing writing tag user attribute go add height width attribute would nice auto complete value actual file,13
334,APSTUD-4425,Consider using binary XML format for HTML/CSS/JS metadata files,consider binary format currently store quite large ticket recommend use binary format specifically content related index may good option well,13
335,APSTUD-4427,Collapsed code expands automatically when I start typing,code automatically start collapse e symbol next line editor start file different place code expanded automatically several,5
336,APSTUD-4428,"equivalent of ""console.dir();"" for the studio console",equivalent console studio console love able log later explore like done safari chrome command console major part method love see studio clear user visually click object handy took screen shot talking think worthy addition maybe would go tab console terminal search window something whether implement feature rock know,7
337,APSTUD-4431,Use Eclipse's Diff/Compare editors to show diffs in git commit dialog,use eclipse compare show git commit use browser show sort way added removed green red compare infrastructure available u eclipse harness show side side syntax colored,13
338,APSTUD-4432,Fix JS metadata for DOM specs,fix dom spec dynamic help provide related link ideally link dom like dom dom core specific spec defined seem consistently applied result consistently link related relevant code line one could get real underlying returned list test,13
339,APSTUD-4435,Deployment synchronisation table is not centered on opening,deployment table centered opening open deployment window column large cant read column directly resize column every time open sync window,5
340,APSTUD-4436,Setting built in web server IP address doesn't seem to persist ,setting built web server address seem persist set built web server use computer address mac open go run file web application web server bound instead computer address going change computer address still set back apply back computer address issue temporarily,3
341,APSTUD-4438,"Add ""Preview Editor"" to right-click context menu's ""Show In"" submenu for HTML files",add preview editor right click context menu show file inside perspective saw easy way preview file ideally entry right click context menu show preview editor open web browser sure would quite switch web perspective could click preview icon global top perspective,5
