,issuekey,title,description,storypoint
223,MULE-7362,Allow MEL expressions to safely access nested null properties,allow mel safely access null consider object property b b c fail b null enhanced include null safe get flag would make expression return null change mule set mode operation,2
224,MULE-7363,New Database: defaultValue of named parameter in SQL template should default to null,new parameter template default null parameter template default null user need specify studio,2
225,MULE-7364,New Database: Add attribute to specify additional parameters that are appended to JDBC connection,new add attribute specify additional connection use case connection attribute work correctly true surfaced within studio advanced tab studio however happen element,3
226,MULE-7365,Fix MtomClientTestCase.,fix flaky test,3
227,MULE-7366,Mule logs switch to DEBUG level when application uses the Salesforce Connector,mule switch level application connector application connector logging level also logging go console file folder running studio show behavior issue greatly performance readability,8
228,MULE-7367,Clean pom files to support faster build cycles,clean pom support faster build follow build cycle running increasingly time order improve build time disabled settle following disable running style checker checker enforcer disable integration skip archetype require already running unit functional yet use custom,8
229,MULE-7368,SoapAction header is not being set in WS Consumer for Soap 1.2 web services,header set consumer soap web web service consumer component soap action header consuming soap web service example weather consume operation port soap action header sent everything work consume operation port server error soap action header invalid,3
230,MULE-7369,New Database: Include generateSimpleParameterMetadata as a MySQL connection attribute by default ,new include connection attribute default note temporary solution mule fixed include true default,2
231,MULE-7373,Devkit intercepting message processors fail if they are the last element of a chain,intercepting message fail last element chain intercepting message processor last chain listener null base class intercepting message always receive non null listener process attempt call method process listener intercepting component last element flow scope unit testing level set listener try use,1
232,MULE-7374,The serviceAddress attribute should be required in WS consumer,attribute consumer attribute currently set exception error message clear thrown,1
233,MULE-7376,NullPointerException while initialising body,body trying consume login operation soap attached found consumer,5
234,MULE-7377,WS Consumer ignores imports in WSDL,consumer trying consume login operation soap operation array type defined import consumer detect operation import thus cannot resolve type,5
235,MULE-7380,Expiration doesn't work on object store,expiration work object store simple test reproduce expiration work object store code final string store false store store true thread sleep store true false code behavior last line return false true,1
236,MULE-7382,RefreshTokenManager's ObjectStore is not expiring entries,expiring expirable object store make sure access token one time lapse one minute store expire one minute,3
237,MULE-7383,Logging of message reception is written to domain log instead of app log when sharing http connector,logging message reception written domain log instead log connector request logged application log logged domain log,3
238,MULE-7384,Stopping an application that shares an http connector makes the other application endpoint to stop ,stopping application connector application stop deploy two domain start mule curl curl anchor wait get error curl connect,3
239,MULE-7386,Shared connector MBean appears under application MBean and should be under the domain one,connector application domain one currently one individual domain application,5
240,MULE-7387,Add methods to handle schedulers and sub-flows in FunctionalTestCase,add handle sub need add manually stop run demand get sub flow get,1
241,MULE-7390,XSLT transformer is vulnerable to XXE,transformer vulnerable current implementation transformer vulnerable following threat index currently way prevent since would require set property stream false currently property set factory set attribute transformer parameter false default factory attribute set right need disable default add attribute keep backwards compatibility reproduce run attached configuration post following test entity system file root something root inspect content output log show content file change file,5
242,MULE-7391,Simplify stored procedure results processing,simplify procedure current procedure message processor output reason know advance many going obtain statement many cannot maintain multiple open u unable process streaming mode problem complex process result streaming improvement return different depending whether streaming streaming false list integer output parameter name parameter value result value param map streaming true integer output parameter name parameter value result value param next next change loose consistency result depending value attribute gain simplicity use normal case,5
243,MULE-7394,Mule common's sources and javadoc aren't deployed to maven repo,mule common mule common command add jar jar important since connector developer may use class inside must usability,1
244,MULE-7395,Add migration guide on CE distribution,add migration guide ce distribution add migration guide ce distribution,1
245,MULE-7396,Cache and provide the StreamCloser through the MuleContext,cache provide method easy get easy way cache,1
246,MULE-7398,WebService Consumer does not distinguish between 1.1 and 1.2 services,consumer distinguish according spec version use header version use consumer effectively service type set header upset service type may return error like server recognize value header try consume service net example request fail way address proxy client make sure present outgoing request,5
247,MULE-7401,Include the security model used at mule container startup console,include security model used mule container console part made included way security model used problem feedback use security model except side effect derived make mule container display security model used starting,2
248,MULE-7402,Fixed unused and undeclared dependencies in maven,fixed unused undeclared running dependency analyze lot due unused transitive used directly undeclared fix project include remove unused,8
249,MULE-7404,Reduce the number of distributions,reduce number mule following deb package profiler light studio remove deb package profiler verify removed people use verify light removed without source code change distribution skip source code publish source code artifact information ides verify studio distribution removed,5
250,MULE-7406,New database: streaming is useless if statement fetch size is not configured,new streaming useless statement fetch size streaming mode intended avoid big idea return result query user request demand attribute size chunk returned round trip example imply problem properly completely loaded memory ie making streaming useless,2
251,MULE-7407,Modify README file for Maven generated Mule app using appkit,modify file mule new mule application outdated please modify according document document edit,1
252,MULE-7408,StageName generation should be decoupled from Flow,generation flow right flow responsible generating stage leave pipeline instance flow contain block,3
253,MULE-7411,SXC filter router fails due to uninitialised transformer ,filter router due transformer due fix mule instance transformer without method fail properly transformer,1
254,MULE-7412,Echo example fails to start because does not find mule-app.properties,echo example start find mule reproduce copy echo example zip distribution directory run bin mule see error log,3
255,MULE-7413,Bulk mode in insert/update/delete message processors should accept collection payloads only,bulk mode insert update delete message accept collection true collection insert update delete message default query definition execution query null parameter message accept source,2
256,MULE-7414,Use MVEL Dynamic Optimizer to evaluate MEL Expressions,use dynamic evaluate mel need fix concurrency bug fix bug new map blocked browse browse browse,5
257,MULE-7416,DB: Insert with bulk mode set to true does not return the correct metadata,insert bulk mode set true return correct new component correct insert operation bulk mode set true example insert table id name bulk true list id name today id name,2
258,MULE-7418,DB Connector throws NPE when advanced-udate fails because connection error,connector advanced connection error copy jar user deploy attached curl curl actual curl null message type string,8
259,MULE-7419,Session is lost when a message is returned by a jms request-response outbound-endpoint,session lost message returned request response outbound invoke flow starting request response inbound within flow set session expect session back outbound reproduce issue please run test case attached project,8
260,MULE-7424,New Database: Rename advanced-update to execute-ddl,new rename advanced update execute rename advanced update execute also update doc spec,1
261,MULE-7425,xpath function should not have any side effects on the message,function side effect message function given source parameter result evaluation put message fine however source parameter provided undesired side effect function choice source provided evaluation result set source,3
262,MULE-7426,WS consumer not generating payload for a SOAP 1.2 web service with no parameters,consumer generating soap web service currently consumer web service require input case automatically soap body request working correctly soap web web case still used soap body,3
263,MULE-7428,Fix VM underlaying implementation,fix underlaying implementation current implementation queue content transient object store persistent object store queue persistent end queue implementation based map make sense also performance reliable transaction log local,13
264,MULE-7429,Fix UntilSuccessfulWithQueuePersistenceObjectStoreTestCase recoversFromPersistedQueue test,fix test test testing build writing file directly object store folder part execution,2
265,MULE-7431,AbstractMessagingExceptionStrategy accessing an incorrect Even when using RequestContext,incorrect even collection message sent exception raised inside exception properly raised calling message collection instead keep original one,3
266,MULE-7435,Fix ListSchema.groovy script,fix groovy script script lot,3
267,MULE-7436,New Database: code cleanup,new code cleanup clean schema connector schema take schema include reference page documentation display connector reference included also support derby necessary cleanup,3
268,MULE-7439,Replace StringBuffer with StringBuilder whenever possible,replace whenever possible mule era lot need contention,1
269,MULE-7440,New database: query template's parameter types are not resolved,new query template parameter resolved connector defined template related particular instance template query type query parameter definition default parameter defined template unknown type related instance unknown type connector specific call set get parameter driver able convert parameter type,8
270,MULE-7442,Bulk Update fails using a file as a source when the file was generated in Windows due to \r at the end of the line,bulk update file source file due r end line bulk update file source file due r end line following work line style work line style insert contact id insert contact id pedro,2
271,MULE-7443,Move SimpleLoggingTable to core,move core move core without need depend launcher,1
272,MULE-7446,New Database: Rename bulk-update to bulk-execute,new rename bulk update bulk execute rename bulk update bulk execute,1
273,MULE-7457,MuleProcessController should be able to work in Windows,able work able work,8
274,MULE-7459,Echo example mvn build fails because of test error.,echo example build test error mule distribution tar extract echo test,3
275,MULE-7460,New Database: Allow users to specify a JDBC parameter types for a query template,new allow specify parameter query template new connector sometimes fail type particular parameter possible specify type parameter query fix issue jake morgan ran chat around first step implement parameter type specification defined within query template,8
276,MULE-7461,New Database: Remove constraint for generateSimpleParameterMetadata in MySQL database by always returning generic object,new remove constraint always generic object remove constraint always generic object general come custom connection attribute,1
277,MULE-7462,New Database: Change behavior of streaming within stored procedure,new change behavior streaming within procedure instead mule streaming true still return map within returned,5
278,MULE-7463,Monitored ObjectStores should behave consistently,behave consistently object behave consistently trim size least recently used algorithm however last recently used algorithm additionally create completely unbounded bounded size bounded create one size bounded behavior object always trim size consistent way bounded size wise unbounded wise,3
279,MULE-7465,XPATH Expression Language - Dom4J creates separate text-nodes,expression language separate text overview document code subject voice circuit subject content hi content code message property set expression code add message property key value text code set mel function code add message property key value text add message property key value local name add message property key value subject text code array assigned property session voice circuit color red color explanation method class io generate multiple text property set false excellent explanation happen found mail archive user net effect problem certain expression notably related use text selector return array text instead single text node lead incomplete text wrong problem discovered dealing message transformer new message added retrieve converted dom document transformer problem also affect expression filter expression filter element attached mule configuration file see action issue case problem text net p page please find attached custom transformer set property source code built information commonly distributed apache project stripped transformer work custom transformer element attached mule configuration file please take notice return class must set document use following equivalent code child child text text child text text descendant text string code use attached transformer code custom transformer class support doc name document code,3
280,MULE-7473,Remove deprecated methods on Transformer interface,remove transformer interface remove replace,8
281,MULE-7478,All test log4j.properties should have the rootLogger at WARN level,test warn level many define set becomes verbose always set warn,1
282,MULE-7480,Add profile for system tests,add profile system need profile system aka execute profile system active,1
283,MULE-7481,Add extension point in MuleLockFactory,add extension point actually build lock upon provider registry extension point provider provider given current behavior taking registry,1
284,MULE-7482,Create Connector aware PagingDelegate concept,create connector aware concept create concept connection aware process aware connection manager,1
285,MULE-7485,Registered transformers in bootstrap.properties won't be found when the key is different than transformer.{x},registered bootstrap found key different transformer x registered bootstrap found key different transformer x define transformer bootstrap file mule bar transformer found therefore failure happen transformation,13
286,MULE-7488,Handles .NET ?singleWsdl wrong,net wrong eu used flow response code eu used flow work,3
287,MULE-7490,Improve mule test cases to use a temporary folder for each test case,improve mule test use temporary folder test case improve mule test use temporary folder application working directory probably reduce flakiness test information disk also allow run test parallel future,5
288,MULE-7492,Add a tool for matching exceptions by its stack trace,add tool matching stack trace sometimes know two stack trace need able compare full stack exception since may contain invocation specific data need tool generate exception full stack trace without,1
289,MULE-7494,Test cases override DefaultObjectStoreFactoryBean static delegate causing other tests to fail when split and aggregate operations are used.,test override static delegate causing fail split aggregate used test override static delegate causing fail split aggregate used,5
290,MULE-7557,Upgrade Http transport to use HttpClient v4 for improved outbound performance,upgrade transport use outbound performance profile tune proxy based,5
291,MULE-7500,"WS Consumer fails when there is an invocation property ""operation"" defined",consumer invocation property operation defined message invocation property operation consumer present execution consumer value operation variable,3
292,MULE-7501,Provide a way to log the SOAP envelope that is being sent in WS Consumer,provide way log soap envelope sent consumer currently hard consumer way log soap envelope sent provide way consider integrate studio,5
293,MULE-7502,Exception thrown by one-way outbound endpont in a Catch ES causes infinite loop,exception thrown one way outbound catch e infinite loop system exception thrown inside catch exception strategy flow asynchronous infinite loop application retry execute exception strategy infinite time attached test case issue,8
294,MULE-7906,Upgrade Jython library to latest version,upgrade library latest version part party upgrade support see,8
295,MULE-7509,Transactional Queue Recovery fails when recovery queue has transient queue config.,transactional queue recovery recovery queue transient queue local recovery transient recovery queue mule,5
296,MULE-7510,MEL behavior is not consistent betsween maps and pojos for proeprty access,mel behavior consistent access made mel property access fail consistent value access though map key syntax inconsistency expression b fail return null depending actual type order consistent decided make property access return null also revert back null safe property access default keep use,3
297,MULE-7512,Synchronous until-successfull waits in milliseconds instead of seconds,synchronous instead synchronous mode successful waiting exact value attribute value synchronous successful ten retry,1
298,MULE-7513,deprecate until-successful's secondsBetweenRetries in favor of millisBetweenRetries,deprecate successful favor fine asynchronous case synchronous wait millisecond wait enhancement deprecate attribute warning message mark code add property new correct way component backwards compatibility setting implicitly set equivalent value setting time result exception,2
299,MULE-7518,Parameterized query broken when CDATA is preceded by a new line ,query broken new line query cannot element new line mule unexpected exception document file mule target test class integration template template query exception mule module internal parser text cannot empty mule mule configure mule configure mule context configure mule context mule context mule tck mule tck sun reflect native method sun reflect invoke sun reflect invoke model internal model run model internal evaluate internal evaluate evaluate internal run mule unexpected exception document file mule target test class integration template template query exception mule module internal parser text cannot empty mule registry mule spring mule spring mule configure factory unexpected exception document file mule target test class integration template template query exception mule module internal parser text cannot empty factory factory factory factory support mule spring context support context support context support refresh mule spring mule registry mule module internal parser text cannot empty mule module internal parser mule module internal parser parse mule module internal domain query mule module internal domain query mule spring factory parse factory parse mule spring mule spring factory factory mule spring factory factory factory factory,1
300,MULE-7520,Avoid writing app log entries in container log file when not using an specific log4j config file for the app.,avoid writing log container log file specific file file attached default file still sending output container log file default logging send default log file,3
301,MULE-7524,Encoded characters not working when using expressions for dynamic endpoints,working dynamic e g conjunction example work outbound user password mule path host port file outbound user password mule path header host port file attached project test case reproduce problem,3
302,MULE-7530,Create OOTB database connector for IBM DB2,create connector create connector,8
303,MULE-7536,Mule is still creating old default domain classloader instead of using new one,mule still old default domain instead new one mule still default folder use old domain class loader infrastructure instead new one folder must removed default folder must,3
304,MULE-7538,Application fails to start when having 16 or more connectors with asynch reconnection that fail to connect,application start reconnection fail connect problem work manager used reconnection one defined inside work manager handle problem reconnection time going number never get chance execute,1
305,MULE-7540,Migrate snapshot repositories to mulesoft.org,migrate snapshot migrate snapshot,5
306,MULE-7543,Deprecate jdbc transport,deprecate transport due creation new module deprecate old transport studio already done,1
307,MULE-7544,Change derby config to use embedded driver by default,change derby use driver default current version derby element derby driver default derby mostly used make quick driver better choice,1
308,MULE-7548,Lifecycle does not start a QueueManager in the right order,start right order must flow happening happening,3
309,MULE-7556,Add OOTB support in new DB connector for TRUNCATE operation,add support new connector truncate operation use delete statement need purge table way le efficient truncate supporting truncate important story,8
310,MULE-7559,Mule build reactor is building embedded distribution before other modules,mule build reactor building distribution mule distribution build build failing,3
311,MULE-7571,Persistent queue logs and data remove after shutdown,persistent queue data remove shutdown mule shutdown mule data removed problem dispose queue manager removing everything another issue solve data store mule name folder two kind dispose one another shutting server,3
312,MULE-7574,Possible contention on DefaultStreamCloserService.,possible contention running batch job feature seen periodically locked shown given stack trace add way improve cache another work,1
313,MULE-7575,Aggregator result has invalid session variables values,aggregator result invalid session persistent store aggregator session value message aggregation latest event session provided previous execution inside collection splitter aggregator synchronous merge mule session,3
314,MULE-7577,OAuth regression - RC1 OAuth connectors not working at all,regression working found issue mule security post string string method made improve exception error mule way working look variable write string flush hence stream filled response response always error code code try new conn write body conn code code try new conn write body flush magic conn code solve support,1
315,MULE-7578,Improve HttpUtilTestCase,improve regardless output stream bug test functionality,2
316,MULE-7617,Design a stable API so that extensions can be added to the ESB,design stable added designing stable used create initial scope operation represent arbitrary operation goal isolate extension much possible class specify abstract level automatically fashion enough tooling leverage new without work task exploratory scope define small subset determine registration consumption mechanism proof concept note two different one extension one look provide stability,8
317,MULE-7588,LifeCycle is inconsistent across registries,inconsistent across manager individual instead mule context whole life cycle applied opposition correct life cycle spring registry registered mule bootstrap receive start stop phase correctly receive dispose phase one spring directly method life cycle execution default spring registry receive standard life cycle phase cannot manually added spring registry receive dispose phase applied spring registry available application context however get registered making impossible component reference component b registered first issue greatly mule,13
318,MULE-7589,VM transactions should support multithreading,support known limitation around concurrency thread transaction able use close highly concurrent use great like following would thread transaction one element thread transaction b queue one element thread queue context transaction thread queue context transaction b thread transaction thread transaction b,8
319,MULE-7591,Mule fails to start if UntilSuccessful has a persistent object store with stored events,mule start persistent object store consider attached application mule event successfully entering successful block upon unexpected restart mule instance message could de error logger displayed following line error mule store could restore partition directory mule object store open cache reference flow construct circular reference since event fetch flow construct triggered loading reproduce run attached instance stop place non empty file test inbound may configure convenient folder stop mule start start mule observe logger line observe message persistent object store broker behavior persistent object store lazily cache entry upon first use temporal fixed set lazy property true spring bean object store,3
320,MULE-7593,Scatter-gather throws IllegalStateException when using only one message processor,scatter gather one message processor scatter gather one message processor reproduce deploy attached hit,1
321,MULE-7594,Scatter-gather throws exception when using a one-way outbound endpoint.,scatter gather exception one way outbound one way outbound scatter gather message exception tried configuration reproduce issue request reply one message processor,1
322,MULE-7596,Database bulk operations don't work with objects that don't implement Collection,bulk work implement collection update bulk operation module implement collection iterable problem connector query usually iterable allow lazy loading yet collection interface,1
323,MULE-7597,scatter gather should require at least two routes,scatter gather require least two scatter gather fail start time least two one route make sense parallel,1
324,MULE-7599,Add GPG signature to artifacts,add signature need add signature deploy central,1
325,MULE-7608,New Database: Add support for user defined data types,new add support user defined data add support user defined data within new connector,13
326,MULE-7611,"MEL expression using dot notation .'variable-name' always returns null if first value at first access is null, even after value changes",mel expression dot notation variable name always null first value first access null even value following three logger message x user id mel message x user id logger message x user id mel message x user id logger message x user id old header inbound x user id consistently work second one dot notation consistently forever first invocation server restart consistently forever first invocation server restart,8
327,MULE-7612,Database row handler should use column aliases instead of column names,row handler use column instead column every connector covert row map map column name key problem query multiple name solution side use differentiate column row must use column instead,3
328,MULE-7615,RandomAccessFileQueueStore.getLength() is slow. ,slow problem use inside,3
329,MULE-7620,Define unified way to define the exception handler in execution scopes in mule,define unified way define exception handler execution mule currently exception handler defined flow transactional scope exception outbound due bug fix exception handler retrieve event bad design reference exception handler dynamic information related current message exception handler must defined statically flow configuration recommendation scope execution block new running part flow statically defined exception handler use,13
330,MULE-7621,Review mule logging consistency and analyse the effort to make it consistent and improve underlying technology,review mule logging consistency analyse effort make consistent improve underlying technology need review implementation,13
331,MULE-7624,Fix JMX agent tests in management module,fix agent management module management module run couple create registry fixed port interfere change use dynamically port run fine instance,3
332,MULE-7627,CloserService generates debug log message without checking logger state,log message without logger state closer found stream message level even logger mode additionally message stream result stream thread blocking shown attached log,1
333,MULE-7631,CopyOnWriteCaseInsensitiveMap KeyIterator class implementation issue,class implementation issue due way class calling next remove element following one line class array original index subsequent call remove index,2
334,MULE-7635,Add capabilities concept into extension API,add concept extension add concept capable object capable optional support additional capability class type implement capability even support interface used provide future proof path incorporate may otherwise break backwards compatibility,1
335,MULE-7636,MuleProcessController default timeout is wrongfully configured,default wrongfully default something like,1
336,MULE-7637,Implement HTTP Outbound performance improvements,implement outbound performance need implement improve outbound performance based performance outcome proxy,8
337,MULE-7638,OOM when recovering VM transactions,transactional persistent queue size queue fit memory exception trying recovery pending,8
338,MULE-7640,Add introspection capabilities in the extensions API,add introspection introspection capability extension automatically discovered mule,8
339,MULE-7644,Upgrade build plans to Java 7 for compilation and test Mule,upgrade build compilation test mule dropping support mule need migrate build compile test mule run also need remove,8
340,MULE-7645,Create Java 8 test build,create test build need create run test suite mule oracle open review use beta wait till final create build mule common oracle need run mule common create ce oracle create ce open optionally create ce currently beta consider possibility mule configure default override,13
341,MULE-7646,Spike on new HTTP transport underlying technology,spike new transport underlying technology need spike validate underlying technology used new transport,8
342,MULE-7649,VM persisted messages disappear after an unexpected shutdown.,disappear unexpected shutdown unexpected shutdown lost reproduce deploy send request example wait message shown kill instance kill one returned ax mule home v print bin mule status mule automatically restart check see lost get actual restart,8
343,MULE-7650,DynamicClassLoader leaking classloaders,apparently holding strong reference root path instance code mule module launcher parent mule dynamic mule dynamic object vector class mule module thread stack local thread mule monitor thread native id code reproduce deploy mule check instance,8
344,MULE-7651,Implement plan to improve surfacing of schema reference in documentation,implement plan improve surfacing schema reference documentation implementation schema documentation plan articulated document edit,13
345,MULE-7661,org.mule.api.security.tls.TlsConfiguration#getSslContext() no longer visible,mule security longer visible mule security used public visibility mule x used mule visibility reduced private breaking backwards compatibility method must public,1
346,MULE-7663,tls-default.conf entries are ignored sometimes,default sometimes transport declared default default like cannot running mule actually happen,5
347,MULE-7673,DatabaseMuleArtifactTestCase broken after maven changes,broken broken related running test,5
348,MULE-7674,mule frezes with 100% CPU utilization if accessing property of non-existing property,mule utilization property non property element user expression user name freeze mule thread eating,8
349,MULE-7675,DeploymentService API modification for domains,modification mule user would like deploy domain mule domain redeploy domain update,2
350,MULE-7684,Enable dependency injection on registry elements,enable dependency injection registry enable dependency injection annotation much possible order replace design way contain must undergo though di depend parent object calling hook child bring either spring dagger core dependency keep dependency small possible e little use container specific e spring non annotation create one specific mule use,21
351,MULE-7687,"mule does not propagate system properties when started with ""restart"" command",mule propagate system restart command bin mule restart port deployment error system,5
352,MULE-7688,Give Extensions API the ability to automatically provide XML config support,give ability automatically provide support need new component introspection already compile phase automatically generic capable extension,21
353,MULE-7691,Revise xml libraries bundled in mule in a jdk7 environemnt,revise mule version may necessary revise included jar jar jar,3
354,MULE-7692,Create way to process JMS messages in a guaranteed order without needing to override a Java class,create way process order without needing override class several want know enable message making sure inbound order various flow pattern number could infinite currently way cluster however extend message receiver transport satisfied solution single consumer implement elegant version product,8
355,MULE-7697,com.arjuna.ats.arjuna.exceptions.ObjectStoreException when executen esireferenceimplementation on windows,verify execute clean verify fae host port queue manager queue queue password sec directory system check mule log go c system worked fix made browse mule,5
356,MULE-7701,Fix flacky test UntilSuccessfulTestCase.testPermanentDeliveryFailureDLQ,fix test message error message process mule routing actually zero mock process mule routing actually zero mock mule routing sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method model internal model run model internal evaluate internal evaluate internal evaluate evaluate internal run standard output testing,5
357,MULE-7703,Add a way to configure default threading profile,add way configure default profile default profile configuration mule way configure value per server useful set different default profile per distribution,3
358,MULE-7704,DB connector fails to create a pooled connection when DB driver is deployed in the mule application,connector create connection driver mule application connector order provide connection profile used driver must mule server otherwise pool unable create reproduce create application attached copy driver inside folder hit get attached exception,5
359,MULE-7706,Provide support for RedHat KIE technologies (jBPM and Drools version 6) ,provide support version create new module provide support version,13
360,MULE-7710,Optimize default wrapper.conf,optimize default wrapper every run made turn verbose set occasionally switch let consider could add comment default e g wrapper additional wrapper additional wrapper additional wrapper additional wrapper additional err log wrapper additional log wrapper additional wrapper additional wrapper additional wrapper additional wrapper additional wrapper additional wrapper additional wrapper additional wrapper additional wrapper additional,2
361,MULE-7715,Support XML definition of Beans in extensions configurations,support definition make use configuration possible create directly definition without need spring bean time extension mike take also example assuming extension configuration bean type door list set type ricin user able define ricin ricin pack destination victim address stevia shop ricin pack ricin next door address victim previous victim address next door,8
362,MULE-7716,Generated XSD for Mule extensions should include map class javadocs to schema documentation,mule include map class schema documentation extension compile phase possible use annotation scanner extract extension use schema documentation acceptable happen building schema test case,8
363,MULE-7718,Add test support for extensions,add test support need test infrastructure guarantee manager available every time run developer need automatically every time,5
364,MULE-7719,Create parent module for extensions,create parent module create parent artifact agglutinate purpose parent artifact also define parent pom hook phase automatically generate schema definition spring,5
365,MULE-7720,Define Extensions execution API,define execution like defined introspection mule need execute task designing,13
366,MULE-7741,Add reconnection support for database connector,add reconnection support connector add reconnection support connector,8
367,MULE-7721,Create a maven property for groovy-all version,create property groovy version dependency pom version use property groovy groovy version version also verify use version,2
368,MULE-7723,Remove unsued configuration builders,remove unsued configuration code support mule flow service script groovy actual script advance knowledge mule internals useful nobody also support ide keep spring configuration,5
369,MULE-7724,release profile doesn't build javadoc jar,release profile build jar running p release install build least mule core mule core jar mule core jar mule core jar,5
370,MULE-7730,Create javadoc jars on the release profile,create release profile currently create part release profile u manually create deploy modify build create module note besides must still way create,3
371,MULE-7731,"JMS transport should reuse javax.jms.Session, javax.jms.MessageProducer instances by default",transport reuse session default mule transport must reuse session default without specific connection factory implementation,3
372,MULE-7733,jms:caching-connection-factory should be deprecated for 3.6,connection factory connection factory unless another reason keep element must continue fully,3
373,MULE-7736,Ensure internal SEDA queues are bound by default to avoid OutOfMemoryException's,ensure internal bound default avoid default size must defined least case queue memory need determine default best defined strategy object store best use static default best determine default based heap size parameter related concern keep mind whether mechanism mule self tuning include,3
374,MULE-7740,Bundle scripting pack with Mule CE by default,bundle pack mule ce default mule ce currently bundle e default instead separate pack repository nexus content mule mule pack mule pack zip evaluate whether feasible practical bundle pack together base mule ce build seen fit mule distribution currently come,5
375,MULE-7744,"Update all-modules, all-transports and all-examples dependencies",update several mule date need update dependency list solve launcher logging axis legacy,2
376,MULE-7748,Seda queues with persistent profile fail in Windows,persistent profile fail queue asynchronous persistent queue store name file store queue data invalid see forum,5
377,MULE-7751,Update maven-deploy plugin to 2.8,update deploy artifact deployment defined section mule main pom file sometimes need stage order make affect rest community deploy way override deployment version separate release,3
378,MULE-7753,Remove maven archtetypes and ant tools,remove ant remove archetype archetype builder transport module outdated unmaintained application archetype project,3
379,MULE-7755,Remove patterns,remove remove pattern support mule complex create maintain strive replace simpler scheme check parent pom check impact module added syntax document check ce check integration functional make sure create mule x branch,8
380,MULE-7756,Remove guice module,remove module module much traction redesign inversion control across mule core revise,5
381,MULE-7757,Remove OGNL module,remove module module functionality mel deprecate remove mule check parent pom check impact module added syntax document check ce check integration functional make sure create mule x branch,5
382,MULE-7758,Remove SXC module,remove module deprecate module remove mule document functionality removed check parent pom check impact module added syntax document check ce check integration functional make sure create mule x branch log deprecation message telling replace log module class deprecation message telling replace create create studio,5
383,MULE-7759,AMQP transport. Define specs document. ,transport define spec document product owner community member want able review spec contribute feedback,8
384,MULE-7760,AMQP transport. Define connector schema,transport define connector schema user want want able rely defined schema write exact knowledge syntactically supposed use transport help ide detect,8
385,MULE-7761,AMQP transport. Create connector skeleton.,transport create connector skeleton developer want want base project skeleton basement build agreed stable,8
386,MULE-7762,AMQP transport. Create configuration element (connector).,transport create configuration element connector user want want able configure transport single point configure common transport single place,8
387,MULE-7763,AMQP transport. Create inbound receiver (consume),transport create inbound receiver consume user want want able consume continuously flow queue,8
388,MULE-7764,AMQP transport. Create inbound requestor (request),transport create inbound request user want want able consume instantly consume point flow,5
389,MULE-7766,AMQP Transport. Integration testing.,transport integration testing user want want transport tested real broker real application sure transport work real world usage,8
390,MULE-7769,Implement log4j2 on Mule ,implement mule need upgrade leverage performance asynchronous logging,21
391,MULE-7771,Fix DateTimeTimeTestCase.seconds flakyness.,fix test flaky,5
392,MULE-7772,Create script for uploading to Maven Central,create script central script central,1
393,MULE-7777,Add GPG Maven Plugin to Mule Common,add mule common add default skipping signature configure release build plan enable signature,3
394,MULE-7783,AMQP transport. Receive and incorporate spec feedback.,transport receive incorporate spec feedback transport receive incorporate spec feedback,8
395,MULE-7787,Do performance testing of log4j2 implementation,performance testing implementation mule asynchronous logging please performance testing,5
396,MULE-7788,Create automated tests for log separation,create log separation mule mule logging infrastructure code already unit behavior actually mule properly rolled external system test,8
397,MULE-7789,Update mule-transports-http to tomcat 6+,update mule tomcat mule tomcat tomcat version used mule elsewhere tomcat coyote working tomcat false instance since part tomcat part common thus naturally already false tomcat default tomcat appropriate way get onto tomcat tomcat end life use case running mule within tomcat see pull request request mule request mule,8
398,MULE-7796,IllegalArgumentException when trying to load external query,trying load external query trying load external query within new connector following code template query name doc name template query query file template query code get attached,3
399,MULE-7797,ArrayIndexOutOfBoundsException when mixing the order of in/out parameters in DB module.,order module order procedure call module please look following post get insight issue forum sample configuration failing following one procedure ref doc name oracle query call query param name type value param name type value param name type value param name type value param name type param name type value param name procedure,3
400,MULE-7800,Deployment service does not update app status after deployment failure,deployment service update status deployment failure deploy application attached call deployment service list status problem notify deployment status administration console could status administration hybrid user script top mule agent identify failure scenario,8
401,MULE-7807,Running unit tests on clean working directory with an empty repository fails because missing jar,running unit clean working directory empty repository missing jar code git git mule git mule test code distribution generate phase still available running test phase apparently dependency jar available resolve dependency artifact file class directory dependency every file module available current module trying unpack class directory jar file,3
