,Unnamed: 0,issuekey,title,description,storypoint
696,696,TISTUD-2067,link dashboard honor eclipse browser link dashboard honor eclipse browser link browser external browser link eclipse preference either internally externally either default browser following add portal action browser update portal core use new action,Links in Dashboard should honor Eclipse browser settings link dashboard honor eclipse browser link browser external browser link eclipse preference either internally externally either default browser following add portal action browser update portal core use new action,8
697,697,TISTUD-2068,invalid thread access pressing cancel login screen invalid thread access pressing cancel login screen open login screen press account press cancel note following log file code exception thread thread eclipse invalid thread access eclipse error eclipse error eclipse error eclipse error eclipse dispose eclipse shell shell eclipse shell shell eclipse display display eclipse equinox launcher native method eclipse equinox launcher eclipse equinox launcher main main eclipse equinox launcher main run main code,"SWTException: Invalid thread access when pressing ""Cancel"" in login screen invalid thread access pressing cancel login screen open login screen press account press cancel note following log file code exception thread thread eclipse invalid thread access eclipse error eclipse error eclipse error eclipse error eclipse dispose eclipse shell shell eclipse shell shell eclipse display display eclipse equinox launcher native method eclipse equinox launcher eclipse equinox launcher main main eclipse equinox launcher main run main code",5
698,698,TISTUD-2069,o x order next cancel button reversed login screen x order next cancel button reversed login screen according cancel button first apple last button gnome mac button need swap next cancel x,OS X: Order of Next/Cancel buttons reversed in login screen o x order next cancel button reversed login screen according cancel button first apple last button gnome mac button need swap next cancel o x,5
699,699,TISTUD-2070,replace template creation page default entry replace template creation page default entry template selection page first somewhat want use template similar done alloy remove create project one instead replace entry template list default project icon default icon description default wizard type project without template,"Replace checkbox in template creation page with ""Default"" entry replace template creation page default entry template selection page first somewhat want use template similar done alloy remove create project one instead replace entry template list default project icon default icon description default wizard type project without template",5
700,700,TISTUD-2071,replace client server new replace client server new open shift client server keeping rest icon need,Replace Geolocation client/server icons with new versions replace client server new open shift client server keeping rest icon need,2
701,701,TISTUD-2072,wizard name create project wizard wizard name create project wizard file new project note wizard name near top like something like new node project,"%wizard.nodejsproject.name in ""Create Project' wizard wizard name create project wizard file new project note wizard name near top like something like new node project",2
702,702,TISTUD-2073,direct user node document package install direct user node document package install user install package package direct user document part error go node,"Direct user to Node.JS troubleshooting document if NPM is not installed, or package fails to install direct user node document package install user install package package direct user document part error go node",5
703,703,TISTUD-2074,assign key alloy generation assign key alloy generation add keyboard opening generating alloy user forced go action keeping keyboard key migration controller model,Assign key-bindings for the Alloy generation wizards assign key alloy generation add keyboard opening generating alloy user forced go action keeping keyboard key migration controller model,5
704,704,TISTUD-2077,new project wizard template solid red new project wizard template solid red template new project wizard solid red regression log reproduce turn create new titanium mobile project bring new project wizard actual result template solid red result template icon unique art,New Project Wizard: Templates: template icons are solid red if offline new project wizard template solid red template new project wizard solid red regression log reproduce turn create new titanium mobile project bring new project wizard actual result template solid red result template icon unique art,5
705,705,TISTUD-2078,mobile project wizard double click template proceed next page mobile project wizard double click template proceed next page right click project explorer new titanium mobile project template page double click single tab template result next page shown template selected actual result template selected,"For Mobile project wizard, double-click on a template should proceed to next page mobile project wizard double click template proceed next page right click project explorer new titanium mobile project template page double click single tab template result next page shown template selected actual result template selected",5
706,706,TISTUD-2079,android wizard allow user manually enter new directory distribution path android wizard allow user manually enter new directory distribution path android project user must select directory user manually previously non existent directory error directory based path exist test create android project package bring package wizard enter otherwise valid directory exist e g result manually valid directory generate error run,Android Packaging Wizard: allow user to manually enter new directory in distribution path android wizard allow user manually enter new directory distribution path android project user must select directory user manually previously non existent directory error directory based path exist test create android project package bring package wizard enter otherwise valid directory exist e g result manually valid directory generate error run,5
707,707,TISTUD-2083,nan,,8
708,708,TISTUD-2084,nan,,8
709,709,TISTUD-2086,right click open new window dashboard honor eclipse browser right click open new window dashboard honor eclipse browser found course testing open dashboard right click link open new window link browser based eclipse studio actual link new external generic browser navigation currently implementation change affect well,"""Right click > Open in New window"" in Dashboard should honor Eclipse browser settings right click open new window dashboard honor eclipse browser found course testing open dashboard right click link open new window link browser based eclipse studio actual link new external generic browser navigation currently implementation change affect well",8
710,710,TISTUD-2088,review device platform code review device platform code ensure code,Review Debug on Device platform code contributions review device platform code ensure code,8
711,711,TISTUD-2089,restrict device restrict device menu disabled may need check well like launch configuration,Restrict debugging on device to SDK 2.2+ restrict device menu disabled may need check well like launch configuration,5
712,712,TISTUD-2090,display set device display set device device step process guide user user device command pop four build application sync device launch device waiting connection connected suggest wizard page page describe four help resolve setup,"Display a set of instructions when launching iOS ""Debug on Device"" display set device device step process guide user user device command pop four build application sync device launch device waiting connection connected suggest wizard page page describe four help resolve setup",13
713,713,TISTUD-2091,prompt user choose device multiple application discovered local network prompt user choose device multiple application discovered local network multiple present security key need allow user select pop question add small icon next device identify android could eventually something like cancel select device double device also,Prompt user to choose a device for debugging when multiple devices with the same application are discovered on a local network prompt user choose device multiple application discovered local network multiple present security key need allow user select pop question add small icon next device identify android could eventually something like cancel select device double device also,8
714,714,TISTUD-2092,modify code auto generate security key modify code auto generate security key see information,Modify code to auto-generate a security key on app packaging modify code auto generate security key see information,8
715,715,TISTUD-2093,error cloud project creation error cloud project creation description new template titanium studio error cloud overview see attached reproduce click based application titanium studio dashboard develop actual result error result error,Templates: Error Enabling Cloud Services during HTML project creation. error cloud project creation description new template titanium studio error cloud overview see attached reproduce click based application titanium studio dashboard develop actual result error result error,8
716,716,TISTUD-2105,error project creation error project creation description new template titanium studio error reproduce click based application titanium studio dashboard develop actual result error result error,Templates: Error unzipping HTML project creation. error project creation description new template titanium studio error reproduce click based application titanium studio dashboard develop actual result error result error,5
717,717,TISTUD-2109,node unsupported version node unsupported version error message issue title open attached image empty document display node node per conversation happening version,"""Installed Node.js is an unsupported version"" node unsupported version error message issue title open attached image empty document display node node per conversation happening version",5
718,718,TISTUD-2111,reduce node version reduce node version currently require node version higher reduced,Reduce required supported node version to 0.6.0 reduce node version currently require node version higher reduced,2
719,719,TISTUD-2112,python list menu python list menu python list menu regression step reproduce open python file file new template python blank file run command python menu python actual result python list menu result exist python menu,Python not on the list in commands menu python list menu python list menu regression step reproduce open python file file new template python blank file run command python menu python actual result python list menu result exist python menu,8
720,720,TISTUD-2118,node version date offer run installer new version node version date offer run installer new version older version node install version top currently direct user page improve process version node date pop currently user know version date offer install version user mac follow normal installation direct user previous page,"If Node.js version is out of date, offer to re-run installer for new version node version date offer run installer new version older version node install version top currently direct user page improve process version node date pop currently user know version date offer install version user mac follow normal installation direct user previous page",5
721,721,TISTUD-2127,give descriptive name titanium studio inside give descriptive name titanium studio inside nice give better name unknown process relatively straightforward detailed give name unknown application code display name code,Give descriptive name to Titanium Studio inside VisualVM app give descriptive name titanium studio inside nice give better name unknown process relatively straightforward detailed give name unknown application code display name code,3
722,722,TISTUD-2133,new launch added every device launch new launch added every device launch device via project explorer couple two new launch added list list growing every launch way remove even launch configuration probably defined private behavior previous launch added list new one project also one item added device item launch device like project explorer device action,A new launch configurations is added on every iOS debug-on-device launch new launch added every device launch device via project explorer couple two new launch added list list growing every launch way remove even launch configuration probably defined private behavior previous launch added list new one project also one item added device item launch device like project explorer device action,13
723,723,TISTUD-2134,validate project name node validate project name node node need validate name far know valid node titanium mobile need check node node project need add check valid alternative would format project name valid nettle new command sure note may valid new validate appear name name prompt user pick new name,Validate project name for Node.ACS projects validate project name node node need validate name far know valid node titanium mobile need check node node project need add check valid alternative would format project name valid nettle new command sure note may valid new validate appear name name prompt user pick new name,13
724,724,TISTUD-2136,unable distribute due loading local profile unable distribute due loading local profile trying build distribution distribute window never user cannot distribute error exception profile true null null null true null true true false error log entry eclipse message code plug eclipse stack titanium mobile titanium mobile titanium mobile titanium mobile wizard titanium mobile wizard titanium mobile wizard titanium mobile launch titanium eclipse internal eclipse internal eclipse internal run eclipse custom eclipse internal eclipse internal eclipse internal eclipse internal eclipse internal eclipse run eclipse core run eclipse internal run eclipse run eclipse eclipse eclipse eclipse internal eclipse internal access eclipse internal run eclipse run eclipse synchronizer synchronizer eclipse display display eclipse display display eclipse window window window eclipse window window open window eclipse internal open eclipse run eclipse custom eclipse eclipse eclipse run eclipse eclipse internal eclipse internal eclipse action eclipse action access eclipse action eclipse eclipse display display eclipse eclipse eclipse eclipse eclipse display display eclipse display display eclipse internal workbench workbench eclipse internal workbench workbench eclipse internal workbench access workbench eclipse internal workbench run workbench eclipse core observable realm realm eclipse internal workbench workbench eclipse titanium start eclipse equinox internal run eclipse core internal adaptor eclipse core internal adaptor start eclipse core adaptor run eclipse core adaptor run sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method eclipse equinox launcher main main eclipse equinox launcher main main eclipse equinox launcher main run main session eclipse unknown version vendor apple arch cocoa framework command line cocoa arch entry eclipse core net message system property set local local external source value entry eclipse message unhandled event loop exception stack titanium mobile titanium mobile titanium mobile titanium mobile wizard titanium mobile wizard titanium mobile wizard titanium mobile wizard eclipse wizard wizard wizard eclipse wizard eclipse wizard eclipse window window create window eclipse create eclipse window window open window titanium mobile wizard execute eclipse internal execute eclipse core command command eclipse core eclipse internal eclipse internal eclipse internal eclipse eclipse access eclipse eclipse eclipse display display eclipse eclipse eclipse eclipse eclipse display display eclipse display display eclipse internal workbench workbench eclipse internal workbench workbench eclipse internal workbench access workbench eclipse internal workbench run workbench eclipse core observable realm realm eclipse internal workbench workbench eclipse titanium start eclipse equinox internal run eclipse core internal adaptor eclipse core internal adaptor start eclipse core adaptor run eclipse core adaptor run sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method eclipse equinox launcher main main eclipse equinox launcher main main eclipse equinox launcher main run main entry eclipse message unhandled event loop exception stack titanium mobile titanium mobile titanium mobile titanium mobile wizard titanium mobile wizard titanium mobile wizard titanium mobile wizard eclipse wizard wizard wizard eclipse wizard eclipse wizard eclipse window window create window eclipse create eclipse window window open window titanium mobile wizard execute eclipse internal execute eclipse core command command eclipse core eclipse internal eclipse internal eclipse internal eclipse eclipse access eclipse eclipse eclipse display display eclipse eclipse eclipse eclipse eclipse display display eclipse display display eclipse internal workbench workbench eclipse internal workbench workbench eclipse internal workbench access workbench eclipse internal workbench run workbench eclipse core observable realm realm eclipse internal workbench workbench eclipse titanium start eclipse equinox internal run eclipse core internal adaptor eclipse core internal adaptor start eclipse core adaptor run eclipse core adaptor run sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method eclipse equinox launcher main main eclipse equinox launcher main main eclipse equinox launcher main run main,Unable to distribute iPhone app due to NPE in loading local provisioning profile unable distribute due loading local profile trying build distribution distribute window never user cannot distribute error exception profile true null null null true null true true false error log entry eclipse message code plug eclipse stack titanium mobile titanium mobile titanium mobile titanium mobile wizard titanium mobile wizard titanium mobile wizard titanium mobile launch titanium eclipse internal eclipse internal eclipse internal run eclipse custom eclipse internal eclipse internal eclipse internal eclipse internal eclipse internal eclipse run eclipse core run eclipse internal run eclipse run eclipse eclipse eclipse eclipse internal eclipse internal access eclipse internal run eclipse run eclipse synchronizer synchronizer eclipse display display eclipse display display eclipse window window window eclipse window window open window eclipse internal open eclipse run eclipse custom eclipse eclipse eclipse run eclipse eclipse internal eclipse internal eclipse action eclipse action access eclipse action eclipse eclipse display display eclipse eclipse eclipse eclipse eclipse display display eclipse display display eclipse internal workbench workbench eclipse internal workbench workbench eclipse internal workbench access workbench eclipse internal workbench run workbench eclipse core observable realm realm eclipse internal workbench workbench eclipse titanium start eclipse equinox internal run eclipse core internal adaptor eclipse core internal adaptor start eclipse core adaptor run eclipse core adaptor run sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method eclipse equinox launcher main main eclipse equinox launcher main main eclipse equinox launcher main run main session eclipse unknown version vendor apple o arch cocoa framework command line o cocoa arch entry eclipse core net message system property set local local external source value entry eclipse message unhandled event loop exception stack titanium mobile titanium mobile titanium mobile titanium mobile wizard titanium mobile wizard titanium mobile wizard titanium mobile wizard eclipse wizard wizard wizard eclipse wizard eclipse wizard eclipse window window create window eclipse create eclipse window window open window titanium mobile wizard execute eclipse internal execute eclipse core command command eclipse core eclipse internal eclipse internal eclipse internal eclipse eclipse access eclipse eclipse eclipse display display eclipse eclipse eclipse eclipse eclipse display display eclipse display display eclipse internal workbench workbench eclipse internal workbench workbench eclipse internal workbench access workbench eclipse internal workbench run workbench eclipse core observable realm realm eclipse internal workbench workbench eclipse titanium start eclipse equinox internal run eclipse core internal adaptor eclipse core internal adaptor start eclipse core adaptor run eclipse core adaptor run sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method eclipse equinox launcher main main eclipse equinox launcher main main eclipse equinox launcher main run main entry eclipse message unhandled event loop exception stack titanium mobile titanium mobile titanium mobile titanium mobile wizard titanium mobile wizard titanium mobile wizard titanium mobile wizard eclipse wizard wizard wizard eclipse wizard eclipse wizard eclipse window window create window eclipse create eclipse window window open window titanium mobile wizard execute eclipse internal execute eclipse core command command eclipse core eclipse internal eclipse internal eclipse internal eclipse eclipse access eclipse eclipse eclipse display display eclipse eclipse eclipse eclipse eclipse display display eclipse display display eclipse internal workbench workbench eclipse internal workbench workbench eclipse internal workbench access workbench eclipse internal workbench run workbench eclipse core observable realm realm eclipse internal workbench workbench eclipse titanium start eclipse equinox internal run eclipse core internal adaptor eclipse core internal adaptor start eclipse core adaptor run eclipse core adaptor run sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method eclipse equinox launcher main main eclipse equinox launcher main main eclipse equinox launcher main run main,5
725,725,TISTUD-2138,dashboard update android staging dashboard update android staging dashboard update android staging,Dashboard: Update Android SDK to 20.0.3 on Staging dashboard update android staging dashboard update android staging,3
726,726,TISTUD-2139,exception log core loading exception log core loading code entry eclipse message loading class titanium core thread thread worker main timed waiting thread thread worker main finish starting bundle titanium qualifier avoid deadlock thread thread worker main proceeding titanium core may fully stack framework state change progress bundle reference file git master titanium core thread worker eclipse framework internal core eclipse framework internal core start eclipse framework start eclipse internal loader eclipse core internal adaptor eclipse loader eclipse internal eclipse internal loader eclipse internal loader eclipse internal loader eclipse internal loader eclipse internal titanium core run eclipse core internal worker run worker eclipse framework internal core root exception eclipse framework internal core eclipse framework internal core eclipse framework internal core start eclipse framework start eclipse internal loader eclipse core internal adaptor eclipse loader eclipse internal eclipse internal loader eclipse internal loader eclipse internal loader eclipse internal loader eclipse internal titanium core run eclipse core internal worker run worker code,Exception in the log during acs.core plugin loading exception log core loading code entry eclipse message loading class titanium core thread thread worker main timed waiting thread thread worker main finish starting bundle titanium qualifier avoid deadlock thread thread worker main proceeding titanium core may fully stack framework state change progress bundle reference file git master titanium core thread worker eclipse framework internal core eclipse framework internal core start eclipse framework start eclipse internal loader eclipse core internal adaptor eclipse loader eclipse internal eclipse internal loader eclipse internal loader eclipse internal loader eclipse internal loader eclipse internal titanium core run eclipse core internal worker run worker eclipse framework internal core root exception eclipse framework internal core eclipse framework internal core eclipse framework internal core start eclipse framework start eclipse internal loader eclipse core internal adaptor eclipse loader eclipse internal eclipse internal loader eclipse internal loader eclipse internal loader eclipse internal loader eclipse internal titanium core run eclipse core internal worker run worker code,8
727,727,TISTUD-2140,create page device studio create page device studio create page well detailed successfully device also add link page wizard mode,Create a wiki page on how to debug on iOS device from Studio create page device studio create page well detailed successfully device also add link page wizard mode,8
728,728,TISTUD-2142,make progress monitor process display detailed message make progress monitor process display detailed message device step process listed implement wizard idea improve message show user step waiting user complete step suggest message waiting device please launch device connect,Make the progress monitor for the debug process display more detailed message make progress monitor process display detailed message device step process listed implement wizard idea improve message show user step waiting user complete step suggest message waiting device please launch device connect,5
729,729,TISTUD-2143,pro retina display text need adjustment pro retina display text need adjustment tab header text need appear desirable,Macbook Pro Retina: display text needs adjustment pro retina display text need adjustment tab header text need appear desirable,8
730,730,TISTUD-2150,create module new titanium mobile module project install link point latest create module new titanium mobile module project install link point latest new titanium mobile module project install link point latest reproduce system choose create new titanium mobile module titanium studio wizard create new titanium mobile module project shown click install link deployment target field actual link documentation point latest get,Create Module: New > Titanium Mobile Module project > Install JDT link should point to latest docs create module new titanium mobile module project install link point latest new titanium mobile module project install link point latest reproduce system choose create new titanium mobile module titanium studio wizard create new titanium mobile module project shown click install link deployment target field actual link documentation point latest get,3
731,731,TISTUD-2151,tweak new device tweak new device related request small android device icon odd next one probably least similar width around distribution dark perhaps reduce opacity bit,Tweak new device and packaging icons tweak new device related request small android device icon odd next one probably least similar width around distribution dark perhaps reduce opacity bit,5
732,732,TISTUD-2156,latest android directly latest android directly latest unless user compatible already see display android installation reference,Download the latest Android SDK directly latest android directly latest unless user compatible already see display android installation reference,8
733,733,TISTUD-2157,install base install base include platform base platform see display android installation reference,Download and install the base required packages install base include platform base platform see display android installation reference,13
734,734,TISTUD-2158,enable cloud button external enable cloud button external opening external editor cloud button disabled like require project context,"""Enable Cloud Services"" button is enabled for external tiapp.xml files  enable cloud button external opening external editor cloud button disabled like require project context",2
735,735,TISTUD-2159,notify dashboard module installation notify dashboard module installation fire dashboard notification end module installation,Notify the dashboard when a module installation is completed notify dashboard module installation fire dashboard notification end module installation,5
736,736,TISTUD-2160,refresh listing dashboard notified module refresh listing dashboard notified module studio notify event module notification refresh list probably calling action portal titanium controller,Refresh the 'My Modules' listing in the Dashboard when it's being notified that a module was installed refresh listing dashboard notified module studio notify event module notification refresh list probably calling action portal titanium controller,8
737,737,TISTUD-2163,rename configure tab get rename configure tab get rename first tab dashboard get update documentation reference new tab name display setting titanium studio,"Rename the configure tab to ""Get Started"" rename configure tab get rename first tab dashboard get update documentation reference new tab name display setting titanium studio",5
738,738,TISTUD-2164,run browser configuration check make sure mobile web used run browser configuration check make sure mobile web used mac check run dashboard open platform configuration compatible indicate user good go compatible indicate set add button refresh check,Run the browser configuration check to make sure Mobile Web can be used run browser configuration check make sure mobile web used mac check run dashboard open platform configuration compatible indicate user good go compatible indicate set add button refresh check,13
739,739,TISTUD-2165,add button create new mobile web project dashboard add button create new mobile web project dashboard see display studio dashboard information,Add button to create a new Mobile Web project from the dashboard add button create new mobile web project dashboard see display studio dashboard information,5
740,740,TISTUD-2166,add button dashboard run previously add button dashboard run previously add button call new action run project step project least one project user close reopen dashboard project might lost always run recent project based,Add button to dashboard to run previously created projects add button dashboard run previously add button call new action run project step project least one project user close reopen dashboard project might lost always run recent project based,8
741,741,TISTUD-2169,add user friendly template add user friendly template way user friendly name could displayed user add something would allow u group shown,Add user-friendly labels for template types add user friendly template way user friendly name could displayed user add something would allow u group shown,5
742,742,TISTUD-2170,rework template selection new version rework template selection new version default first item first group selected corresponding description shown alloy blank template titanium mobile assuming alloy,Rework template selection UI to new version rework template selection new version default first item first group selected corresponding description shown alloy blank template titanium mobile assuming alloy,13
743,743,TISTUD-2172,create build participant auto compile service occur create build participant auto compile service occur project client server thing need update service service watch service file change run compilation step update,Create build participant to auto-compile embedded ACCS service when changes occur create build participant auto compile service occur project client server thing need update service service watch service file change run compilation step update,8
744,744,TISTUD-2174,dashboard develop create new project template dashboard develop create new project template create new project template dashboard default project default project option new project wizard dashboard dashboard preview reproduce open dashboard view develop actual result create new project default project exist though create new project result default project exist option available new project wizard,Dashboard: Develop: Create New Project template is duplicated and deprecated dashboard develop create new project template create new project template dashboard default project default project option new project wizard dashboard dashboard preview reproduce open dashboard view develop actual result create new project default project exist though create new project result default project exist option available new project wizard,5
745,745,TISTUD-2178,add version information mac browser configuration refresh version demand add version information mac browser configuration refresh version demand related need include version browser question part browser name see image example ideally value would dynamic impossible given current case user browser later suggestion user configuration step auto search replace version version chrome chrome content safari safari content version v,Add version information to Mac browser configuration names and refresh version info on demand add version information mac browser configuration refresh version demand related need include version browser question part browser name see image example ideally value would dynamic impossible given current case user browser later suggestion user configuration step auto search replace version version chrome chrome content safari safari content version v,8
746,746,TISTUD-2180,add column project template screen add column project template screen add column left list assigned template might appear one tagged left column template tag titanium mobile might see alloy titanium mobile project might see assuming ruby mobile web suggest tag bottom like browse complete list,Add tags column to project template selections screen add column project template screen add column left list assigned template might appear one tagged left column template tag titanium mobile might see alloy titanium mobile project might see assuming ruby mobile web suggest tag bottom like browse complete list,8
747,747,TISTUD-2186,distribute apple store success appear distribute apple store success appear distribute apple store complete success process successfully regression reproduce create new project distribute apple store actual result process successfully organizer brought result process successfully organizer brought success,Publishing: Distribute > Apple iTunes Store: success dialog does not appear distribute apple store success appear distribute apple store complete success process successfully regression reproduce create new project distribute apple store actual result process successfully organizer brought result process successfully organizer brought success,5
748,748,TISTUD-2188,add mobile web file add mobile web file mobile web minimum browser add element dashboard information correct code chrome safari chrome safari chrome code note single number actually version range e accept version,Add Mobile Web requirements to sdk_info.json file add mobile web file mobile web minimum browser add element dashboard information correct code chrome safari chrome safari chrome code note single number actually version range e accept version,5
749,749,TISTUD-2189,run browser configuration check mac necessary run browser configuration check mac necessary mac run configuration would notice browser version attached,Run browser configuration check on Mac and Windows if necessary run browser configuration check mac necessary mac run configuration would notice browser version attached,5
750,750,TISTUD-2190,check version browser return check version browser return check version name version string end browser name return similar success value,Check version strings from the browser settings vs the versions in sdk_info and return results check version browser return check version name version string end browser name return similar success value,5
751,751,TISTUD-2200,dashboard update android production dashboard update android production android tested live dashboard,Dashboard: Update Android SDK to 20.0.3 on Production dashboard update android production android tested live dashboard,3
752,752,TISTUD-2201,new user directly titanium studio login splash screen text upwards new user directly titanium studio login splash screen text upwards bug titanium studio log titanium studio launch titanium studio select second option titanium splash screen account titanium attached press next button observe splash screen login titanium studio attached result related error happen actual result login screen text dislocated upwards covering note issue specific unable recreate mac x,"New user on Appcelerator if directly logins to Titanium Studio, their Login Splash Screen text boxes dislocates upwards and covers Appcelerator logo. new user directly titanium studio login splash screen text upwards bug titanium studio log titanium studio launch titanium studio select second option titanium splash screen account titanium attached press next button observe splash screen login titanium studio attached result related error happen actual result login screen text dislocated upwards covering note issue specific unable recreate mac o x o",5
753,753,TISTUD-2210,allow developer specify custom domain name node service allow developer specify custom domain name node service node service user choose custom domain name associate service pop publish process user enter domain name instead default,Allow developer to specify custom domain name for Node.ACS service when publishing allow developer specify custom domain name node service node service user choose custom domain name associate service pop publish process user enter domain name instead default,5
754,754,TISTUD-2211,support define method support define method looking define define method last argument function object object assigned module module property first optional argument string module id second optional argument array one upon,"Support ""define"" method for defining RequireJS/AMD modules support define method looking define define method last argument function object object assigned module module property first optional argument string module id second optional argument array one upon",8
755,755,TISTUD-2212,auto update local port related change auto update local port related change bind service titanium mobile project local port number service might change need listen port event update local project,Auto-update ACCS local port numbers if related projects change auto update local port related change bind service titanium mobile project local port number service might change need listen port event update local project,8
756,756,TISTUD-2213,add alloy menu item select import available locally add alloy menu item select import available locally add right click menu alloy add dynamic list place separator item actual list item right away quick way already know want list available come alloy list command user put id listed returned alloy object example user selected search look like following global development test production android,Add Alloy Widget menu item to select/import widgets that are available locally add alloy menu item select import available locally add right click menu alloy add dynamic list place separator item actual list item right away quick way already know want list available come alloy list command user put id listed returned alloy object example user selected search look like following global development test production o o android,13
757,757,TISTUD-2214,titanium studio license agreement provided titanium studio license agreement provided installer copyright information available installer copyright option step reproduce click help menu click install new click already install link select titanium studio click property option select license agreement actual result license agreement present result present license agreement available user,Titanium Studio: License Agreement is not provided. titanium studio license agreement provided installer copyright information available installer copyright option step reproduce click help menu click install new click already install link select titanium studio click property option select license agreement actual result license agreement present result present license agreement available user,3
758,758,TISTUD-2216,titanium studio new installation copyright information missing titanium studio new installation copyright information missing installer copyright information available step reproduce click help menu click install new click already install link select titanium studio click property option select copyright actual result copyright information present result present copyright information available user,Titanium Studio: New Installation Copyright information is missing. titanium studio new installation copyright information missing installer copyright information available step reproduce click help menu click install new click already install link select titanium studio click property option select copyright actual result copyright information present result present copyright information available user,5
759,759,TISTUD-2217,update list pas name rather directory update list name rather directory based related ticket need rather directory calling list,Update ACCS unpublish/list/logcat/loglist commands to pass an appid or app name rather than a directory update list pas name rather directory based related ticket need pas rather directory calling list,8
