,issuekey,title,description,storypoint
532,DM-1239,LSE-130: Make requests more quantitative,make quantitative proceed input group camera make individual data quantitative,12
533,DM-1240,LSE-140: Bring Summer 2014 work to CCB approval,bring summer work approval convert draft produce review bring meeting,6
534,DM-1241,Complete data entry of LSE-140 revised draft into EA,nan,2
535,DM-1242,Risk Register refresh 1/2015,risk register refresh periodic review risk register content preparation review end one winter,3
536,DM-1244,TOWG - Contributions to the Operations Concept Document,concept document writing concept document winter cycle diagram explanatory text framework nominal chapter writing data chapter general proofreading,10
537,DM-1245,Install scisql plugin (shared library) outside of eups stack.,install library outside stack currently stack e configuration step nevertheless stack immutable configuration step option may allow deploy outside stack example,3
538,DM-1246,add per-exposure callbacks for measurement plugins,add per exposure measurement give measurement opportunity work whenever start new exposure give good time throw something obviously wrong exposure e g missing also opportunity work could used speed per source one specific case mind approximation galaxy fitting could valuable use initial fit average initialize speed first per source one question allow information per exposure method per source via instance probably want per exposure method return arbitrary object would per source unfortunately see way avoid change signature done relatively early many user,3
539,DM-1249,"Reimplement CSS using JSON-packing, czar kazoo + c++ snapshotting phase 1",czar kazoo c phase transient cache python c interface pack multiple spec implementation access c layer python code unpack data coexist schema logic creation manipulation code,10
540,DM-1250,CSS design for query metadata v2,nan,3
541,DM-1251,CSS design for query metadata v1,design query goal ticket try understand kind per query necessary provide client transparent query case czar proxy could die relevant dev,3
542,DM-1252,Implement structure for DB/table metadata in CSS,nan,4
543,DM-1253,Requirements gathering for Metadata Store,nan,10
544,DM-1254,Metadata Store - design v1,store design research potential shelf propose initial version design,5
545,DM-1255,Metadata Store - experimental prototype v1,store experimental prototype first prototype involve small set image create new schema file cat package definition table used capture image see exposure table schema basic structure information entire repository decide standard go flat key value area pick directory several data data create test load schema extract given directory load,10
546,DM-1256,Metadata Store - design v2,nan,5
547,DM-1257,Metadata Store - experimental prototype v2 (DataCat),store experimental prototype integrate prototype e g reuse logic reading store experiment foreign table,6
548,DM-1258,Update documentation and automatic install script w.r.t. Qserv 2014_09.0 release,update documentation automatic install script w r release creation distribution via official taken account documentation automatic install script,4
549,DM-1259,evaluation of Cinder as OpenStack storage cache in the LSST Middleware,evaluation cinder storage cache deliverable evaluation cinder storage cache g,100
550,DM-1260,"implementation of data movement in the production system in the existing hierarchy of NFS disk, condo, tape",implementation data movement production system hierarchy disk tape deliverable implementation data movement production system hierarchy disk tape,54
551,DM-1261,incorporation of sizing model into data center requirements,incorporation sizing model data center deliverable incorporation sizing model data center,7
552,DM-1262,data center requirements document,data center document deliverable data center document,11
553,DM-1263,completed governance of security plan for review,governance security plan review deliverable governance security plan review,1
554,DM-1264,security plan october.,security plan deliverable security plan,1
555,DM-1265,addition of procurement of physical goods to contract,addition procurement physical good contract deliverable addition procurement physical good contract,6
556,DM-1266,insertion of wide area simulator into test stand,insertion wide area simulator test stand deliverable insertion wide area simulator test stand,18
557,DM-1267,report of traffic shaping,report traffic shaping deliverable report traffic shaping,7
558,DM-1268,upgraded KVMs,deliverable b,9
559,DM-1269,sizing model critique report,sizing model critique report deliverable sizing model critique report,29
560,DM-1270,more efficient VMware infrastructure,efficient infrastructure deliverable efficient infrastructure b b b b,6
561,DM-1271,technical roadmap critique report,technical critique report deliverable technical critique report,29
562,DM-1272,Upgrade NFS Storage Servers with new hardware,upgrade storage new hardware deliverable new hardware spare,55
563,DM-1273,deployment plan for version 1 of OpenStack,deployment plan version deliverable deployment plan version b b p,56
564,DM-1274,Procure replacement development infrastructure,procure replacement development infrastructure procure install test deploy hardware replace development cluster infrastructure bill alt duration,45
565,DM-1275,level of effort,level effort deliverable level effort p,100
566,DM-1276,level of effort,level effort deliverable level effort l,28
567,DM-1277,level of effort,level effort deliverable level effort b b,100
568,DM-1278,written plan for next period epics,written plan next period deliverable written plan next period b,10
569,DM-1279,Fix Scisql deployment test error (doc.py),fix deployment test error doc deployment test due wrong path documentation fortunately configure stop error,2
570,DM-1280,meas_base ResultMappers should be FunctorKeys,class inherit support bidirectional result,3
571,DM-1281,add Schema method to join strings using the appropriate delimiter,add schema method join appropriate delimiter schema field version dependent one currently use schema b join appropriate delimiter read,1
572,DM-1282,multi-level replacement in Schema aliases,level replacement schema schema support one level e alias may resolve another alias,2
573,DM-1283,remove meas_extensions_multiShapelet from release packages/buildbot,nan,1
574,DM-1284,"rename meas_multifit to meas_modelfit, and add to lsst_apps",nan,1
575,DM-1285,Improve Startup of HTCondor Jobs,improve adjust configuration submission improve speed start pool worker pool,2
576,DM-1286,Improve worker fault tolerance of missing distributor data,improve worker fault tolerance missing distributor data worker might ask archive distributor connect connect distributor recently distributor might information point distributor could send notice kind archive clear cache also tell worker file type looking worker would go back archive,6
577,DM-1287,Propose and document a recipe to build Qserv in eups,propose document recipe build place build available,2
578,DM-1291,Identify test data and camera,identify test data camera test need identify set data process possibly also need minimal camera go minimal data task identify minimal data find location,4
579,DM-1293,Implement designed tests for processCcd,implement designed implement designed data,8
580,DM-1294,Generate use case,generate use case first sit camera team rep c maybe define tool need dynamic data layout data also get example test data work,6
581,DM-1295,Sync test data headers with standards,sync test data need known valid contain non standard also census may used sensor layout,8
582,DM-1296,Implement a tool to generate a Camera from FITS images,implement tool generate camera implement tool generate camera object command line tool take path file option persist camera also ability plot camera,10
583,DM-1297,Verify use of the tool with the camera team,verify use tool camera team need run tool camera team system make sure also help make sure tool,6
584,DM-1298,Design the API,design able accommodate data know need deal reasonable missing data also preclude extension need since change,8
585,DM-1299,Implement and test the new API,implement test new designed need tested require use current interface,10
586,DM-1302,C++ code changes required for --std=c++11,c code c c code modern c compatible c older standard list far known issue two different standard c implicit conversion bool longer work error cannot convert bool return c explicit operator bool implicitly converted bool likely show lot far found warning string append string seen warning undefined behavior reference seen trace h one place fixed thus rather avoid old issue see reference warning register storage class specifier seen boost file silenced warning much trouble upgrade boost obtrusive code warning first declaration static data member specialization outside persistence c extension code figured fix one clang order fixed many following code include table flag h error explicit specialization table table flag flag include table key h note implicit first code fixed flag h key h clang ambiguous unsequenced seen example code warning multiple unsequenced koff order koff code fixed b b since solution could find clang class wrong fixed anonymous class code error explicit anonymous must occur float code produced warning class member reference code warning binding reference member temporary value field clone code clang applied result fixed obvious way several seg loading unless boost built c support see ticket,4
587,DM-1305,Tests fail in shapelet when building on OS X 10.9,fail building o x building master successfully two fail code cat build f fail recent call last file line self dot file test stack python line n join differ ran f fail recent call last file line self file test build python line self sa file test build python line file test stack python line n join differ ran code mac o x clang v apple version clang based target apple thread model test build,1
588,DM-1306,Pre-CCB review of LSE-140 docgen,nan,2
589,DM-1309,Edit agreed-upon changes into Word version of LSE-69,edit agreed upon word version meeting around agreed set language still action edit tracked word version meeting final copy camera team used input version,3
590,DM-1310,Create change request for LSE-69,create change request create change request bring date capture summer work,1
591,DM-1311,Enter LSE-69 update into EA as SysML,enter update ea entering content update ea associated creation version action,1
592,DM-1312,Proofread docgen'ed version of LSE-72,proofread version version action proofread version ready,2
593,DM-1313,Identify Conditions information in LSE-130 that is required for Alert Production,identify information alert production two data telemetry camera alert production base need camera latency requirement presumably deferred subset action create initial version list,2
594,DM-1314,Publish Qserv S14 version on lsst distribution server,publish version distribution server order publish version please tag master tip run code bash dev command support build rebuild provided previous command publish b publish b code,1
595,DM-1315,advance to assigning tier-2 and tier-3 reliability levels ,advance tier tier reliability lambert input equipment assigned tier tier,4
596,DM-1316,Deploy LSST stack within OpenStack instances on ISL testbed,deploy stack within deploy stack within within could multiple could done docker also likely initial starting within platform new installation stood sept,1
597,DM-1317,Create Docker Image / Dockerfile for LSST Stack for ubuntu,create docker image stack create installation stack within docker image easing import instance create image make systematic creation,2
598,DM-1318,update expected results file in SDSS demo test,update file test update stack match expect new framework,1
599,DM-1319,Prepare quotes to order new VMware hardware & licenses,nan,2
600,DM-1320,Setup temporary NFS datastore for VMs,setup temporary expect primary local compute node allow u live migrate handful compute may also use another place create backup particular,2
601,DM-1321,Setup new VM compute nodes,setup new compute new compute arrive hardware need use,6
602,DM-1322,Expire Workers that receive no files,expire receive worker get never arrive way worker recognize say waiting archive time exit,4
603,DM-1323,Configure and test new VM infrastructure,configure test new infrastructure would work setting testing use new setup,10
604,DM-1326,Automatic expiration of replicator jobs,automatic expiration receive data specifically visit raft exposure sequence id within certain amount time self expire prevent future running done back queue,4
605,DM-1328,Order new NFS servers,order new waiting business provide u new account number soon get account number need order hardware koi,6
606,DM-1329,Plan new NFS mounts & data organization,plan new data organization task new client new match new storage hierarchy classification display storage structure,1
607,DM-1330,Install new NFS servers,nan,10
608,DM-1331,squash edge errors in SdssCentroid,squash edge trap thrown due close edge resulting noisy instead catch low level exception throw flag field specific failure mode,1
609,DM-1332,address no-shape warnings in GaussianFlux,address shape shape slot noisy shape slot however probably want add new flag indicate failure mode entirely redundant shape slot flag figure way squash warning may depend whether c redesign also consider add alias schema point back shape slot flag like specific flag failure actually link back shape slot flag probably worth within current c interface however require unpleasant around,2
610,DM-1333,resolve factor of two difference in GaussianFlux,resolve factor two difference implementation use shape slot rather estimate shape running code perry saw difference sure sign new behavior shape consistent gotten old code little used fixed option surprising measurement name instead via suspect difference coming factor two raw actual weighted factor make equivalent ideal unweighted correct weight function use factor e raw likely either old code new code need determine one necessary fix new code,2
611,DM-1334,Test the creation of basic OpenStack instances on the new ISL testbed [IceHouse],test creation basic new icehouse new version implementation running new cloud icehouse ninth release get platform basic instance creation working target creation instance horizon interface via nova,1
612,DM-1335,Create instance with a Floating IP Associated through the nova CLI,create instance floating associated nova see working horizon fairly straightforward give instance public address floating current local however want able accomplish task remotely programmatically within step towards target solution via nova,2
613,DM-1336,Review advance doc to review with the data center working group,review advance doc review data center working group consult sizing model given generic description tier tier support make pas underlying data center doc competent designer know example wall separate form computer add document call meeting working group review late,4
614,DM-1337,Security Plan advancement for October,security plan advancement get draft project office detail plan consistent level master plan draft data classification plan refer plan class data drat obtain central place documentation framework hold system feedback based portion plan project office incorporate feedback minor plan major,18
615,DM-1338,Make QSERV_RUN_DIR scripts able to detect qserv install paths using eups,make able detect install ticket related subject l discussion today making data directory independent think big one largely independent problem want use one set test data potentially different time course argue configure either get information various file example sh easily regenerate file need switch different learn environment run e defined use let switch simply setup ing new one two mutually exclusive e g logic could sh depending whether development build non build either pick environment assuming development loop may look something like code assuming configure already run run something clone setup r run bin start sh bin stop sh switch b clone b setup r run bin start sh bin stop sh code start relevant environment need rebuild time,7
616,DM-1340,Read through log4cxx documentation and log.git code,read documentation log git code read documentation become familiar log git package set,2
617,DM-1341,Write/configure tests with existing configurations and appenders,write configure order come familiar use log git package write see used log git package,4
618,DM-1342,Write DM message appender class,write message class write message class used log git package might entail writing class well investigation used,16
619,DM-1343,Write Unit test for new DM message appender class,write unit test new message class write unit message class might also require class class,2
620,DM-1344,Define gather/scatter mechanism for tasks with generic API,define gather scatter mechanism generic define gather scatter mechanism generic use event initially would like support communication well involve consulting code structured,8
621,DM-1345,OCS Middleware workshop,workshop attend workshop probably done remotely personal conflict time prevent person,4
622,DM-1346,Write example programs for OCS Middleware,write example write example get familiar later base,4
623,DM-1347,Refine Event base class to allow ActiveMQ filterable settings,refine event base class allow filterable current event base class need refined remove old style data release used plus need easily extensible allow used message make filterable server side,2
624,DM-1348,Update tests to use unit test framework,update use unit test framework package predate unit test framework package use update unit test framework get rid duplicate obsolete,5
625,DM-1349,Change marshaling code to use json,change code use code non standard e non filterable custom standard change use,10
626,DM-1350,General cleanup of Events package,general cleanup package obsolete class code package need removed example longer used specific part another package first place package,35
627,DM-1352,ORIGINATORID value can churn too quickly.,value churn quickly bit word host address bit process id bit local value addition bit process id standard across mac o leopard go churn rate local value much higher could fixed bit process id separate value local value would together event selector look see viable solution might need go three separate future proof e,8
628,DM-1354,"Install docker 1.1.2 in an ISL OpenStack CentOS  instance, perform basic checks",install docker instance perform basic install docker instance perform basic stopping starting docker daemon default size limit standard docker hub starting,2
629,DM-1355,Re-arrange how Qserv directories are installed,arrange already touched question installation directory structure meeting maybe improve currently stuff four bin proxy make look standard avoid clash source could move proxy different location something like share make root install friendly case ever want install change want separate ticket ticket,3
630,DM-1358,End-to-end demo  fails to exit with the correct status  when Warning would be correct.,end end exit correct status warning would correct output output file file currently comparison deviation based number used multiple precision arithmetic number currently set example setting absolute error relative error additionally current use fatal error code execute correctly warning error meet comparison criterion success comparison criterion noted warning color indicator currently displayed comparison error issue ensure correct display color appropriate ticket split two part part,2
631,DM-1359,improvements to PsfFlux,example redesign came improve handling edge bad add flag least one add number fraction model size many non non edge need even attempt fit,1
632,DM-1360,Fix minor loose ends from new result plumbing,fix minor loose new result plumbing minor raised left undone prior ticket information please see pull,1
633,DM-1362,Edit pull interface and other Summer 2014 work into LSE-68 in Word,edit pull interface summer work word deliverable circulate word based draft push interface removed pull interface refined include guider summer work note use pull guider whether guider redesign accepted,2
634,DM-1363,Avoid use of ~/.my.cnf (used by css watcher),avoid use used watcher see browse page system comment comment used watcher optional tool used client watcher could use used integration client,2
635,DM-1364,"replace ""bad data"" flag in SdssCentroid",replace bad data flag bad data flag actually convey information went wrong one provide information,3
636,DM-1372,Errors in testHealpixSkyMap.py,failing unit test problem method boundary defined version supply however exist replace boundary test,1
637,DM-1375,Create Docker Image / Dockerfile for LSST Stack for CentOS6.5,create docker image stack make systematic generation docker base image stack moment library,2
638,DM-1376,Ensure that the partition package is C++11 clean and compiles on OSX 10.9,ensure partition package c clean infrastructure recently building everything c broke partition package hence discovered partition package build considering minimal really issue fixed boost partition package avoid use decide use c also particular use,2
639,DM-1377,"Develop expanded and updated Information Security Program from NSF guidance/templates, using existing documents (e.g. LSE-99) as starting point ",develop expanded information security program guidance e g starting point develop expanded information security program guidance e g starting point create master document subordinate aura site institutional incorporated appropriate l,56
640,DM-1383,Investigate deblending in one band followed by using the resulting templates in all bands,investigate one band resulting see also browse one poor man approach multiple one band combination e g chi band like algorithm child take possible model use probably necessary include undetected fit browse point source note allow different seeing band obviously catastrophic reasonably wide total flux one template important near object exact form template unimportant,40
641,DM-1384,Investigate deblending in one band followed by linear fits of models,investigate one band linear browse one poor man approach multiple one band combination e g chi band fit band separately fit simultaneously object blend minimum float ideally given real bulge disk need fit sloan swindle swindle correct image would used probably necessary include undetected fit browse point source clear much poor man solution actually whether work quite well,40
642,DM-1386,Merge Footprints from different bands/epochs,merge different current concept set define part blend set within footprint please generate defined x tract patch system,5
643,DM-1387,Generate a master list of Objects given detections in multiple bands/epochs,generate master list given multiple multiple need merge generate little complicated least messy seeing different different may blended use one detection pas e g smoothing looking faint smoothing bright similar different probably deal per band move even within motion may still detectable,5
644,DM-1388,Submit LCR for LSE-68,submit create summary,2
645,DM-1389,Edit LSE-68 changes into EA,nan,2
646,DM-1390,Improve output from integration tests,improve output integration currently integration print output hard see nice clean instead print short summary perhaps form summary table run format might reasonable way display,6
647,DM-1394,Eups 1.5.4 requires each new shell to source the eups setups.sh,new shell source sh v new shell source bin sh sh sh individually task add bin sh,2
648,DM-1395,"Reimplement CSS using JSON-packing, czar kazoo + c++ snapshotting phase 2",czar kazoo c phase implementation access c layer python code unpack data coexist schema logic creation manipulation code scope defined review update phase removal c code unification single place,10
649,DM-1396,Design CSS schema to support database deletion,design schema support deletion need implement deliverable design system capable distributed possible create x time later,2
650,DM-1400,Improve documentation of pixel systems in obs_lsstSim,improve documentation much documentation use nature documentation instrument specific go package instrument,1
651,DM-1404,"Create suite of Dockerfiles / docker images for LSST Stack for ubuntu, CentOS",create suite docker stack building initial use extend set observe making simple initial run docker build make docker several o base compiler version,2
652,DM-1405,Prepare a SL6x openstack image for with Qserv development environment,prepare image development environment procedure often rebuild relaunch integration platform offer next virtual code bash nova flavor list code id name disk ephemeral swap tiny true small true true small true medium true large true true medium false large false false would allow quick build test new release,5
653,DM-1407,Add return code for integration tests,add return code integration integration test non zero failing ease use git bisect,1
654,DM-1411,Stand up netem server with Dell PE 1950,nan,4
655,DM-1424,Create persistent volume of Cinder block storage and attach to instance,create persistent volume cinder block storage attach instance create persistent volume cinder block storage attach working instance instance amount ephemeral disk disk instance want test create persistent volume block storage attach instance format storage file system mount volume use data output instance,1
656,DM-1426,Document how to switch Qserv or dependency in eups,document switch dependency may allow switch dependency version without configure e without change may work reasonable get user feedback feature,2
657,DM-1428,Add return codes for qserv-check-integration.py and qserv-testunit.py,nan,1
658,DM-1429,Improve Qserv Configuration Procedure,improve configuration procedure based input review hangout confluence display hangout implement option preserve regarding latter necessary user might structure must remain version version responsibility ensure structure change note particular template exception,7
659,DM-1431,Process sample sdss data with LSST Stack in a Docker container in OpenStack,process sample data stack docker container process sample data starting stack docker container instance,2
660,DM-1432,SUI define local hardware needs to host the test DB and application servers,define local hardware need host test application need test development test locally access data,10
661,DM-1433,"SUI install Qserv and test DB, enable access to catalogs for SUI team members",install test enable access team install test local enable team access,6
662,DM-1434,State diagram for jobs in progress,state diagram progress build state diagram showing job progress throughout run,13
663,DM-1439,afw tests use the same name for a dummy file: test.fits,use name dummy file test package file test multiple user build use multiple j risk affected one tester time case issue tester file missing simple rerun get past error recommend different use uniquely,1
664,DM-1440,Github Transition: Naming conventions for repositories,transition naming team general numerous particular prefixed way would make display easy example prefixed would evident aid outside obtain decision allow quickly isolate interested,3
665,DM-1441,Github Transition: Storage of large data files,transition storage large data currently fixed per blob per least one file whose history raised issue obtain decision suitable way forward time would allow experienced time consider whether proved,4
666,DM-1442,"Github Transition: Stash-stored pull requests, extraction",transition stash pull extraction extract stash made pull code associated possible,4
667,DM-1443,"Github Transition: pull request discussion, retention - proof of concept",transition pull request discussion retention proof concept store review discussion relevant git code process continuous basis post transition different issue,1
668,DM-1444,Test absence of individual components,test absence individual test absence individual simulator bring run system restart see system still,2
669,DM-1445,check if Qserv compiles with C++11,nan,1
670,DM-1446,Fine tune czar and worker database initialization,fine tune czar worker master worker czar table worker vice ticket right table right also table done splitting configuration script czar sh configure mono node instance two czar sh czar worker sh see confluence display hangout please note code mono node integration whereas break indeed mono node installation instance one worker one master mono node configuration integration feature would make far complex quick dirty hard available u test used successfully test ticket ticket also next install,4
671,DM-1447,Improve spatial-selection flexibility by parsing ptInSphBox-like syntax instead of qserv_areaspec_box,improve spatial selection flexibility like syntax instead note clear idea change syntax spatial area selection currently select area selection apply box appropriate cut table list partitioned would nice allow spatial selection based table explicitly user compute appropriate chunk coverage clause pretty big deal would affect spatial select user though compatibility supporting,100
672,DM-1448,Move code for mock images into afw so it reusable.,move code mock code could use specifically code generate mock raw data mock camera also code generate mock could used widely someplace else,1
673,DM-1449,newinstall.sh should check that python2 is available,sh check available suggest code bin code instead code bin python code work least mac system python sh check work suggest fix,1
674,DM-1452,Detect lua version in admin/templates/configuration/etc/init.d/mysql-proxy,nan,1
675,DM-1453,Add data versions to Zookeeper,add data track data inside detect code code compatible given format data,2
676,DM-1454,LOE - Week ending 10/31/14,nan,8
677,DM-1455,LOE - Week ending 10/24/14,nan,6
678,DM-1456,finish porting meas_algorithms unit tests,nan,4
679,DM-1461,C++ Redesign -- Result definition for custom algorithms,c redesign result definition custom redesign make easier define custom,3
680,DM-1462,Add NaN check to PixelFlags,add nan check test check sure center nan,1
681,DM-1463,SdssShape shiftMax config item is being ignored,item code ported without regard item supposed set value,1
682,DM-1464,Design Review prep for C++ redesign,design review prep c redesign write design push review,1
683,DM-1469,Github Transition Plan: Reverse mirror for beta-tester repositories,transition plan reverse mirror beta tester test reverse mirror beta straw man break mirror anybody beta testing mirror back new area mirror method help repository,1
684,DM-1471,Rewrite obs_test,rewrite want use test data replace current data new data portion one add camera rewrite mapper also unit one package,10
685,DM-1473,Execute multi-platform lsst_dm_stack_demo test with Fig orchestration,execute platform test fig orchestration sample data within docker within instance data based consider platform testing scenario process sample data numerous based various simultaneously instance scenario starting multiple docker fig fig sh new tool starting via docker common use case docker individual application run separately container resulting numerous running node cloud e docker stack fig may used encode relationship docker stack start set install examine fig apply fig platform testing scenario,4
686,DM-1475,Fix 2014_09 documentation,fix documentation replace install install,1
687,DM-1476,Secure MySQL root password in configuration templates,secure root password configuration password written multiple file configuration procedure one single file used removed end configuration procedure meta also password also move password configure line,4
688,DM-1477,Study fig to manage Qserv cluster,study fig manage cluster fig sh also investigating fig,5
689,DM-1480,Buildbot master takes exception when exiting from mail notifier after dynamic email sent.,master exception mail notifier dynamic sent master without posting statically notification dynamically sent fix need ensure specification static sent even directed dead letter box,3
690,DM-1481,Discover/learn what others are doing in astronomy software,discover learn astronomy attend annual conference keep development astronomy community trey plan attend,20
691,DM-1482,SUI: study other plot packages,study plot firefly code p plot package since need find plotting consider need switch flot plotting library,10
692,DM-1488,Finalize the Design of Query Metadata,finalize design query fine tune design outlined information running,6
693,DM-1489,Modify czar to interact with query metadata,modify czar interact query modify czar code interact query store information long running,6
694,DM-1490,FY18 Design and Implement Query Cost Estimate,design implement query cost estimate design implement system estimate query cost particular need know query interactive scan scan cost likely involve looking number involved number complexity math consider extending allow specify hint,79
695,DM-1493,Add queries on partitioned table for Qserv integration test dataset #3,add partitioned table integration test test non partitioned table partitioned table would increase drastically coverage please note long term solution could launch detailed report example define must pas integration test succeed test may pas log report,4
696,DM-1495,Allow newinstall.sh to run in batch mode without installing Anaconda,allow sh run batch mode without anaconda cluster without access sh run batch mode without anaconda whose install access anaconda anaconda yes usefulness git git yes option full batch option yes everywhere could also studied,2
697,DM-1497,Package Qserv mono-node instance in Docker,package mono node instance docker learn docker package mono node instance,5
698,DM-1498,Package Qserv master and worker instance in Docker,package master worker instance docker learn docker package mono node instance,5
699,DM-1505,confusing error message when enabling unregistered items in RegistryField,error message unregistered split error message trying enable e append registry item exist code hide file home tigress line module root measurement file tigress anaconda line self add value file tigress stack python line add r self value object attribute code,1
700,DM-1506,Support new version of newinstall.sh,support new version sh sh bash instead sh taken account install script install sh documentation,1
701,DM-1508,Reverse image slicing doesn't work as expected,reverse image slicing work image image like class support slicing reverse slicing work code image import data x reversed fit image instead code,1
702,DM-1509,Remove unnecessary config/install steps,remove unnecessary install installation configuration instance need run q run result handled directly code ever take place completion ticket remove unnecessary installation future maintenance,2
703,DM-1510,C++ Standards Rule 3-9 needs rewrite,c rule need rewrite bosch section c standard noted change felt warranted sat clarification conflation two entirely different discourage global regardless whether discourage free reading correct think sensible need probably split reading free terrible rule violate place reading global need could complete prohibition refer confluence action rule current rule global used must always operator open general use global consider singleton instead use e framework see rule confluence action c global root defined standard often c include e g include instead include math h since c include place permitted rule allow without operator available c include operator must used call requirement intended highlight root different class free,1
704,DM-1514,calling extend with a SchemaMapper should support positional arguments,calling extend support positional calling extend mapper equivalent extend mapper mapper second argument deep second argument recognize,1
705,DM-1515,sconsUtils fails to identify Ubuntu's gcc,identify version code hide copyright c free foundation free see source warranty even fitness particular purpose code apparently quite code hide reading built compiler error result unknown version unknown code happily everything work anyway fall back unknown compiler work fine one,1
706,DM-1516,Use eups swig instead of system swig during Qserv build,use swig instead system swig build build system use system swig fixed use swig,3
707,DM-1518,"Add support for ""SET @@session.autocommit""",add support set session team connector like set session format switch everything add support,2
708,DM-1519,"check out FIrefly package, build and run an applicaiton",check firefly package build run get familiar firefly package build run application understand grid overlay image,10
709,DM-1520,Fix confusing error message,fix error message table exist e g something like select count strange error error proxy error unknown error setting,1
710,DM-1521,"Fix ""stripes and substripes must be natural numbers"" bug",fix must natural bug user side code error proxy line error unexpected error class czar object code czar log code error root unexpected error class czar object recent call last file local home python czar line self file local home python czar line self file local home python czar line self file local home python czar line self self self self file local home python czar line raise czar partitioner must natural code reproduce code check integration case load code code port e select count object code,2
711,DM-1524,Switch readMetadata' return value from PropertySet to PropertyList,switch return value useful would return instead many order see discussion,2
712,DM-1525,Investigate halos around stars,investigate around becker quote stack reduce data come across potential bug see could something intrinsic data instead like could bug triggered application new data reproduce home becker follow setup file get date version stack version hack avoid correction private branch u run run single yielding output second call merely bin size amongst various background sufficient trigger bug basic script included directory output straight used view pan e g see feature like attached difference left middle right seen various image irregular around bright blended measurement original image kind see center image second run trigger issue quote quote summarize export source bin setup sh setup setup k r home becker setup k r home becker setup k r home becker home becker set environment following sufficient recreate bug create input id visit output false false fringe pedestal false false false false true calibrate false calibrate false true input id visit output false false fringe pedestal false false false false true calibrate false calibrate false true detection background calibrate detection background calibrate background following made version git package return whose difference exactly really get whats happening seem command line e r c calibrate false calibrate false true calibrate repair false e r c calibrate false calibrate false true calibrate repair false detection background calibrate detection background calibrate background e r c calibrate false calibrate false true calibrate repair false detection background calibrate detection background calibrate background quote,2
713,DM-1526,Update processFile to use new measurement framework,update use new measurement framework old measurement framework expect new measurement framework,4
714,DM-1527,Draft security risks into the Center's template,draft security center template security center provided risk template consistent center populate material impedance match large way forward seem high level decomposition risk,4
715,DM-1528,Identify potential KVM hardware,identify potential hardware identify potential hardware would meet need e g current version dell used,1
716,DM-1529,Reorganize docker image repositories and align with github,reorganize docker image align heterogeneous collection docker within public docker repository heterogeneous collection assignment latest tag allow easily obtain recent image particular item detailed version currently thus break single repository multiple latest tag effective also make matching hold produced common pattern usage especially start practice,2
717,DM-1530,Test if IPMI can replace KVM,test replace use place reliably following across various server power cycle hung view use text console view use remote console boot remote iso,3
718,DM-1531,Create a LSST base CentOS image,nan,2
719,DM-1532,Document use of LSST image for CentOS,nan,1
720,DM-1533,Gather Open Stack needs/requirements from DM team,nan,9
721,DM-1534,Assist DM team in accessing test open stacks,nan,1
722,DM-1538,Fix qserv_testdata documentation,fix documentation build procedure clearly,1
723,DM-1539,Add support for mysql JDBC driver,add support driver rely fail internally issue yet need patch short term add proper support long term story upset listed code show language license select session set set null set set code,2
724,DM-1540,Add support for BIT columns,add support bit code incomplete logic dealing bit type particular properly handle length bit field type bit table creation later fixing making sure bit properly,4
725,DM-1541,Add support for transmitting [VAR]BINARY column data,add support binary column data code data handle binary data correctly see blob master core relevant code issue char member function input c style null case binary column data blob maybe also bit n content contain currently user defined e g image bounding important get right side fix simple calling char value size instead c expert size presumably derived corresponding,8
726,DM-1542,Drawing speed will detect and optimize for large datasets,nan,10
727,DM-1543,Finished Background conversion,nan,2
728,DM-1544,Set up GIT hub for ipac firefly,nan,18
729,DM-1545,Span-based shrink operations for Footprint,span based shrink footprint analogous shrinking rather growing,5
730,DM-1547,"Install docker in an ISL OpenStack Ubuntu instance, perform basic checks",nan,1
731,DM-1551,Prototype HTM-based spatial binning to visualize large number of catalog sources,prototype based spatial binning visualize large number currently generic binning algorithm finding minimum maximum two grid number grid algorithm data pole whenever data side ra smart binning based spatial index necessary reducing number ra intended visualization,16
732,DM-1552,Resolving QServ database configuration/connectivity issues,configuration connectivity start development able connect development via run simple ideally like able connect view data run spatial also need access data dictionary interpret data,10
733,DM-1553,Evaluate SDSS catalog access,evaluate access two way access data via post service accessible anonymous via require account evaluate data application single multiple target,10
734,DM-1556,FY17 Add Support for User Upload Tables for Qserv,add support user table need able list request repeat given query thing list example ra ra object object bounding terminology table note need assign sort unique id list must contain information result correspond thing e g user near enough return list need tell neighbor point user special table issue query join table need evaluate agree generic table might need special e g related spatial,53
735,DM-1557,FY17 User Upload Tables for ImgServ,user table need able list request repeat given query thing list example ra ra object object bounding terminology table note need assign sort unique id list must contain information result correspond thing e g user near enough return list need tell neighbor point user special table issue query join table need evaluate agree generic table need decide format location table might need special e g related spatial,53
736,DM-1560,A better coordinate grid overlay,better grid overlay grid drawn right,10
737,DM-1561,Research Javascript Frameworks: General Overview,research general overview begin looking start look try write sample code attempt understand main gat overview,12
738,DM-1562,Work with the database group to define initial concepts for backend interface API ,work group define initial interface starting gel around,10
739,DM-1563,Improve management of integration test datasets description,improve management integration test description currently data set description e data file extension compressed extension schema file extension hard python could improve standard format test meta service meta configuration file,5
740,DM-1564,Implement drawing only active tab with new data model,nan,6
741,DM-1566,LOE - Week ending 11/07/14,nan,7
